cancer.type	eQTL.type	tagSNP	LD	SNP.ID	SNP.position.hg19	Gene.symbol	Gene.position.hg19	Beta	t-stat	P-value	GWAS-Traits	
LUAD	cis	1	rs10138183	chr14:75615227	MLH3	chr14:75480467-75518235:-	0.26	5	7.95E-7	Height	
LUAD	cis	1	rs10140433	chr14:74659989	C14orf45	chr14:74486059-74549566:+	-0.19	-4.23	2.85E-5	Common traits (Other)	
LUAD	cis	1	rs10140433	chr14:74659989	LIN52	chr14:74551656-74667117:+	-0.46	-10.3	1.25E-22	Common traits (Other)	
LUAD	cis	1	rs10140433	chr14:74659989	ZNF410	chr14:74318674-74398803:+	-0.19	-3.83	0.000147	Common traits (Other)	
LUAD	cis	1	rs10140851	chr14:75512612	MLH3	chr14:75480467-75518235:-	0.23	4.28	2.27E-5	Height	
LUAD	cis	1	rs10142626	chr14:75555636	MLH3	chr14:75480467-75518235:-	0.24	4.58	5.89E-6	Height	
LUAD	cis	1	rs10142865	chr14:75555624	MLH3	chr14:75480467-75518235:-	0.24	4.58	5.89E-6	Height	
LUAD	cis	1	rs10143132	chr14:75525850	MLH3	chr14:75480467-75518235:-	0.22	4.1	4.91E-5	Height	
LUAD	cis	1	rs10144220	chr14:74647904	C14orf45	chr14:74486059-74549566:+	-0.18	-3.96	8.59E-5	Common traits (Other)	
LUAD	cis	1	rs10144220	chr14:74647904	COQ6	chr14:74416643-74429811:+	-0.19	-3.81	0.000154	Common traits (Other)	
LUAD	cis	1	rs10144220	chr14:74647904	DLST	chr14:75348594-75370450:+	-0.21	-3.73	0.000217	Common traits (Other)	
LUAD	cis	1	rs10144220	chr14:74647904	LIN52	chr14:74551656-74667117:+	-0.48	-10.72	3.26E-24	Common traits (Other)	
LUAD	cis	1	rs10144220	chr14:74647904	ZNF410	chr14:74318674-74398803:+	-0.21	-4.22	2.88E-5	Common traits (Other)	
LUAD	cis	1	rs10146482	chr14:75574087	MLH3	chr14:75480467-75518235:-	0.25	4.88	1.44E-6	Height	
LUAD	cis	1	rs10149651	chr14:104394440	TDRD9	chr14:104394817-104519002:+	-0.26	-3.93	9.79E-5	Bipolar disorder	
LUAD	cis	1	rs10149880	chr14:75633008	MLH3	chr14:75480467-75518235:-	-0.26	-4.9	1.28E-6	Height	
LUAD	cis	1	rs10150201	chr14:74649157	C14orf45	chr14:74486059-74549566:+	-0.18	-4.03	6.52E-5	Common traits (Other)	
LUAD	cis	1	rs10150201	chr14:74649157	LIN52	chr14:74551656-74667117:+	-0.46	-10.2	2.82E-22	Common traits (Other)	
LUAD	cis	1	rs10150201	chr14:74649157	ZNF410	chr14:74318674-74398803:+	-0.18	-3.74	0.000209	Common traits (Other)	
LUAD	cis	1	rs10157597	chr1:45990278	CCDC163P	chr1:45960581-45965646:-	-0.89	-18.17	9.83E-57	Homocysteine levels	
LUAD	cis	1	rs10157597	chr1:45990278	MUTYH	chr1:45794915-45806142:-	0.21	4.41	1.28E-5	Homocysteine levels	
LUAD	cis	1	rs10158100	chr1:202394199	PPP1R12B	chr1:202317836-202557697:+	0.21	4.66	4.07E-6	Sex ratio	
LUAD	cis	1	rs10158107	chr1:202394315	PPP1R12B	chr1:202317836-202557697:+	0.23	5.03	6.95E-7	Sex ratio	
LUAD	cis	1	rs10159280	chr1:202394287	PPP1R12B	chr1:202317836-202557697:+	0.21	4.65	4.24E-6	Sex ratio	
LUAD	cis	1	rs10169714	chr2:73808773	ALMS1	chr2:73612886-73837046:+	0.18	4.35	1.66E-5	Metabolite levels	
LUAD	cis	1	rs10169714	chr2:73808773	ALMS1P	chr2:73872046-73912692:+	0.4	7.5	3.03E-13	Metabolite levels	
LUAD	cis	1	rs10169714	chr2:73808773	FBXO41	chr2:73481800-73498043:-	0.2	3.77	0.00018	Metabolite levels	
LUAD	cis	1	rs1017302	chr12:9367402	LOC642846	chr12:9436253-9466684:+	0.19	4.35	1.65E-5	Non-alcoholic fatty liver disease histology (AST)	
LUAD	cis	1	rs10173081	chr2:102957348	IL1RL1	chr2:102927962-102968497:+	0.34	4.91	1.25E-6	Asthma	
LUAD	cis	1	rs1017698	chr2:219170525	DIRC3	chr2:218148748-218621316:-	-0.17	-3.7	0.000239	Crohn's disease;Ulcerative colitis;Inflammatory bowel disease	
LUAD	cis	1	rs10177970	chr2:37512968	CEBPZ	chr2:37428778-37458740:-	0.18	3.79	0.000169	Chronic lymphocytic leukemia	
LUAD	cis	1	rs10178409	chr2:73855507	ALMS1	chr2:73612886-73837046:+	0.18	4.18	3.52E-5	Urinary metabolites	
LUAD	cis	1	rs10178409	chr2:73855507	ALMS1P	chr2:73872046-73912692:+	0.38	7.12	3.9E-12	Urinary metabolites	
LUAD	cis	1	rs10178409	chr2:73855507	FBXO41	chr2:73481800-73498043:-	0.21	3.83	0.000143	Urinary metabolites	
LUAD	cis	1	rs10178975	chr2:37514564	CEBPZ	chr2:37428778-37458740:-	-0.18	-3.87	0.000125	Chronic lymphocytic leukemia	
LUAD	cis	1	rs10178982	chr2:202227640	ALS2CR12	chr2:202153148-202222101:-	-0.14	-3.76	0.000191	Basal cell carcinoma	
LUAD	cis	1	rs10178982	chr2:202227640	CASP8	chr2:202098166-202152434:+	0.24	5.25	2.25E-7	Basal cell carcinoma	
LUAD	cis	1	rs10179134	chr2:73637519	ALMS1	chr2:73612886-73837046:+	0.19	4.44	1.13E-5	Metabolite levels	
LUAD	cis	1	rs10179134	chr2:73637519	ALMS1P	chr2:73872046-73912692:+	0.39	7.47	3.7E-13	Metabolite levels	
LUAD	cis	1	rs10179134	chr2:73637519	FBXO41	chr2:73481800-73498043:-	0.2	3.68	0.00026	Metabolite levels	
LUAD	cis	1	rs10179458	chr2:102934974	IL1RL1	chr2:102927962-102968497:+	0.34	4.94	1.07E-6	Asthma	
LUAD	cis	1	rs1018184	chr6:86648475	SNHG5	chr6:86386726-86388451:-	0.63	11.98	3.63E-29	Response to antipsychotic treatment	
LUAD	cis	1	rs10187192	chr2:73713500	ALMS1	chr2:73612886-73837046:+	0.19	4.5	8.5E-6	Metabolite levels	
LUAD	cis	1	rs10187192	chr2:73713500	ALMS1P	chr2:73872046-73912692:+	0.38	7.14	3.49E-12	Metabolite levels	
LUAD	cis	1	rs10187416	chr2:73713741	ALMS1	chr2:73612886-73837046:+	0.2	4.83	1.79E-6	Metabolite levels	
LUAD	cis	1	rs10187416	chr2:73713741	ALMS1P	chr2:73872046-73912692:+	0.36	6.86	2.05E-11	Metabolite levels	
LUAD	cis	1	rs10189154	chr2:102937544	IL1RL1	chr2:102927962-102968497:+	0.34	5	8.2E-7	Asthma	
LUAD	cis	1	rs10189526	chr2:102937883	IL1RL1	chr2:102927962-102968497:+	0.34	5	8.2E-7	Asthma	
LUAD	cis	1	rs10190219	chr2:73658331	ALMS1	chr2:73612886-73837046:+	0.18	4.33	1.83E-5	Metabolite levels	
LUAD	cis	1	rs10190219	chr2:73658331	ALMS1P	chr2:73872046-73912692:+	0.39	7.39	6.32E-13	Metabolite levels	
LUAD	cis	1	rs1019217	chr11:22842622	SVIP	chr11:22843600-22851382:-	0.21	4.23	2.83E-5	Dialysis-related mortality	
LUAD	cis	1	rs10193373	chr2:281886	SH3YL1	chr2:218138-264810:-	-0.64	-14.14	2.58E-38	Spherical equivalent (joint main effects and education interaction)	
LUAD	cis	1	rs10193383	chr2:219157692	DIRC3	chr2:218148748-218621316:-	0.18	3.93	9.91E-5	Crohn's disease;Ulcerative colitis;Inflammatory bowel disease	
LUAD	cis	1	rs10206064	chr2:219157959	DIRC3	chr2:218148748-218621316:-	0.18	3.93	9.91E-5	Crohn's disease;Ulcerative colitis;Inflammatory bowel disease	
LUAD	cis	1	rs10206231	chr2:202229225	CASP8	chr2:202098166-202152434:+	0.25	5.53	5.12E-8	Basal cell carcinoma	
LUAD	cis	1	rs10207220	chr2:73785046	ALMS1	chr2:73612886-73837046:+	0.18	4.28	2.21E-5	Metabolite levels	
LUAD	cis	1	rs10207220	chr2:73785046	ALMS1P	chr2:73872046-73912692:+	0.4	7.58	1.74E-13	Metabolite levels	
LUAD	cis	1	rs10208155	chr2:61115039	C2orf74	chr2:61372243-61391964:+	0.36	5.65	2.77E-8	Inflammatory skin disease	
LUAD	cis	1	rs10209620	chr2:61173941	C2orf74	chr2:61372243-61391964:+	0.34	5.46	7.53E-8	Inflammatory skin disease	
LUAD	cis	1	rs10210544	chr2:173314339	CDCA7	chr2:174219561-174233718:+	-0.28	-3.76	0.000193	Diabetic kidney disease	
LUAD	cis	1	rs10216533	chr8:143763690	PSCA	chr8:143761875-143764142:+	0.3	7.9	1.85E-14	Gastric adenocarcinoma (histologically verified);Non-cardia gastric cancer;Gastric cancer;Duodenal ulcer;Bladder cancer	
LUAD	cis	1	rs10217337	chr9:102710396	STX17	chr9:102668915-102736817:+	-0.18	-3.88	0.000117	Alopecia areata	
LUAD	cis	1	rs10217366	chr9:102710555	STX17	chr9:102668915-102736817:+	-0.18	-3.88	0.000117	Alopecia areata	
LUAD	cis	1	rs10218795	chr1:145416056	NOTCH2NL	chr1:145209111-145295525:+	0.88	8.49	2.5E-16	Coronary heart disease	
LUAD	cis	1	rs10228845	chr7:21583617	DNAH11	chr7:21582833-21941455:+	-0.41	-9.03	4.04E-18	Multiple cancers (lung cancer, gastric cancer, and squamous cell carcinoma)	
LUAD	cis	1	rs10229224	chr7:21583921	DNAH11	chr7:21582833-21941455:+	-0.4	-8.85	1.66E-17	Multiple cancers (lung cancer, gastric cancer, and squamous cell carcinoma)	
LUAD	cis	1	rs10234309	chr7:135311167	PL-5283	chr7:135347221-135378160:+	0.63	10.3	1.18E-22	Paget's disease	
LUAD	cis	1	rs10234309	chr7:135311167	SLC13A4	chr7:135365993-135412933:-	-0.57	-8.46	3.13E-16	Paget's disease	
LUAD	cis	1	rs10242018	chr7:110929652	IMMP2L	chr7:110303110-111202538:-	0.21	3.92	0.000102	Schizophrenia	
LUAD	cis	1	rs10256972	chr7:1039003	ZFAND2A	chr7:1192544-1199855:-	0.34	7.56	1.96E-13	Longevity;Endometriosis	
LUAD	cis	1	rs1028390	chr6:55935791	COL21A1	chr6:55921389-56258892:-	-0.22	-3.67	0.000267	Psychosis (atypical)	
LUAD	cis	1	rs1028449	chr14:35512995	PPP2R3C	chr14:35554679-35591679:-	0.29	4.43	1.19E-5	Atopic dermatitis	
LUAD	cis	1	rs1029406	chr11:2309580	C11orf21	chr11:2317507-2323143:-	-0.32	-5.98	4.27E-9	Obesity-related traits	
LUAD	cis	1	rs1029407	chr11:2309582	C11orf21	chr11:2317507-2323143:-	-0.32	-5.98	4.27E-9	Obesity-related traits	
LUAD	cis	1	rs1029408	chr11:2309855	C11orf21	chr11:2317507-2323143:-	-0.32	-5.98	4.36E-9	Obesity-related traits	
LUAD	cis	1	rs1030831	chr4:130025037	C4orf33	chr4:130014829-130033842:+	-0.47	-8.32	9.13E-16	Chronic obstructive pulmonary disease (moderate to severe)	
LUAD	cis	1	rs1034219	chr1:93022678	EVI5	chr1:92974255-93257961:-	-0.26	-4.27	2.3E-5	Cholesterol, total	
LUAD	cis	1	rs1035142	chr2:202153078	ALS2CR12	chr2:202153148-202222101:-	-0.18	-4.9	1.32E-6	Melanoma;Esophageal squamous cell carcinoma	
LUAD	cis	1	rs1035142	chr2:202153078	CASP8	chr2:202098166-202152434:+	0.21	4.57	6.19E-6	Melanoma;Esophageal squamous cell carcinoma	
LUAD	cis	1	rs1037036	chr17:18764077	FBXW10	chr17:18647326-18682661:+	-0.19	-3.79	0.00017	Educational attainment (years of education)	
LUAD	cis	1	rs1037147	chr4:130025873	C4orf33	chr4:130014829-130033842:+	-0.45	-8.06	6.03E-15	Chronic obstructive pulmonary disease (moderate to severe)	
LUAD	cis	1	rs1039438	chr5:156476770	TIMD4	chr5:156346293-156390266:-	-0.25	-4.57	6.06E-6	Hypertriglyceridemia	
LUAD	cis	1	rs1039664	chr7:65449716	CRCP	chr7:65579805-65619551:+	-0.32	-3.78	0.000174	Diabetic kidney disease	
LUAD	cis	1	rs1039665	chr2:228717392	WDR69	chr2:228736327-228789026:+	0.27	5.72	1.88E-8	Blood pressure	
LUAD	cis	1	rs10404486	chr19:53284135	ZNF600	chr19:53268750-53290034:-	0.27	4.81	1.98E-6	Phospholipid levels (plasma)	
LUAD	cis	1	rs10405457	chr19:44296582	ZNF155	chr19:44488355-44502477:+	-0.24	-4.31	1.93E-5	Breast cancer	
LUAD	cis	1	rs1040726	chr20:3264267	ITPA	chr20:3190056-3204504:+	-0.25	-4.45	1.07E-5	IFN-related cytopenia	
LUAD	cis	1	rs1040727	chr20:3264292	ITPA	chr20:3190056-3204504:+	-0.26	-4.59	5.56E-6	IFN-related cytopenia	
LUAD	cis	1	rs10412219	chr19:33413246	SLC7A9	chr19:33321421-33360683:-	-0.24	-5.14	3.98E-7	Blood metabolite levels;Urinary metabolites (H-NMR features);Urinary metabolites	
LUAD	cis	1	rs10416218	chr19:33599127	GPATCH1	chr19:33571786-33621318:+	0.21	3.81	0.000154	Bone properties (heel)	
LUAD	cis	1	rs10416218	chr19:33599127	RHPN2	chr19:33469499-33555824:-	-0.22	-4.57	6.14E-6	Bone properties (heel)	
LUAD	cis	1	rs1041748	chr22:24700854	POM121L9P	chr22:24647589-24661490:+	-0.28	-5.86	8.7E-9	Gut microbiome composition (summer)	
LUAD	cis	1	rs10421887	chr19:44294849	ZNF155	chr19:44488355-44502477:+	0.23	4.2	3.15E-5	Breast cancer	
LUAD	cis	1	rs10421887	chr19:44294849	ZNF404	chr19:44376516-44384288:-	0.19	3.83	0.000144	Breast cancer	
LUAD	cis	1	rs10423531	chr19:33600140	GPATCH1	chr19:33571786-33621318:+	0.22	4.08	5.25E-5	Bone properties (heel)	
LUAD	cis	1	rs10423531	chr19:33600140	RHPN2	chr19:33469499-33555824:-	-0.21	-4.2	3.15E-5	Bone properties (heel)	
LUAD	cis	1	rs1042658	chr17:38173902	GSDMA	chr17:38119226-38134019:+	-0.63	-12.33	1.36E-30	Neutrophil count;White blood cell count;C-reactive protein and white blood cell count	
LUAD	cis	1	rs10431505	chr12:58178589	FAM119B	chr12:58166383-58176323:+	0.47	8.32	9.11E-16	Multiple sclerosis	
LUAD	cis	1	rs10431505	chr12:58178589	TSFM	chr12:58176536-58191367:+	-0.23	-4.83	1.84E-6	Multiple sclerosis	
LUAD	cis	1	rs1043515	chr17:36922196	PIP4K2B	chr17:36921945-36956158:-	0.23	4.74	2.85E-6	Height	
LUAD	cis	1	rs1043515	chr17:36922196	PSMB3	chr17:36909002-36920477:+	0.16	4.75	2.73E-6	Height	
LUAD	cis	1	rs1043674	chr14:75549370	MLH3	chr14:75480467-75518235:-	0.24	4.57	6.25E-6	Height	
LUAD	cis	1	rs10439608	chr20:30258814	FRG1B	chr20:29611879-29653908:+	0.22	3.87	0.000123	Subcortical brain region volumes	
LUAD	cis	1	rs10443172	chr1:85485768	MCOLN2	chr1:85391267-85462796:-	0.18	4.3	2.1E-5	Serum sulfate level	
LUAD	cis	1	rs10445300	chr17:2114587	SRR	chr17:2207248-2228553:+	-0.45	-8.03	7.17E-15	Esophageal cancer (squamous cell)	
LUAD	cis	1	rs1044717	chr1:45976587	CCDC163P	chr1:45960581-45965646:-	-0.91	-18.56	1.28E-58	Homocysteine levels	
LUAD	cis	1	rs1044717	chr1:45976587	MUTYH	chr1:45794915-45806142:-	0.23	4.71	3.23E-6	Homocysteine levels	
LUAD	cis	1	rs10455158	chr6:86672825	SNHG5	chr6:86386726-86388451:-	-0.63	-11.71	4.51E-28	Response to antipsychotic treatment	
LUAD	cis	1	rs1045531	chr8:143763547	PSCA	chr8:143761875-143764142:+	0.3	7.94	1.36E-14	Gastric adenocarcinoma (histologically verified);Non-cardia gastric cancer;Gastric cancer;Duodenal ulcer;Bladder cancer	
LUAD	cis	1	rs10455449	chr6:86592226	SNHG5	chr6:86386726-86388451:-	-0.68	-12.07	1.46E-29	Response to antipsychotic treatment	
LUAD	cis	1	rs10455455	chr6:86670214	SNHG5	chr6:86386726-86388451:-	-0.67	-12.16	6.83E-30	Response to antipsychotic treatment	
LUAD	cis	1	rs10455456	chr6:86670322	SNHG5	chr6:86386726-86388451:-	-0.64	-11.77	2.41E-28	Response to antipsychotic treatment	
LUAD	cis	1	rs1045547	chr8:143763757	PSCA	chr8:143761875-143764142:+	0.3	7.9	1.8E-14	Gastric adenocarcinoma (histologically verified);Non-cardia gastric cancer;Gastric cancer;Duodenal ulcer;Bladder cancer	
LUAD	cis	1	rs1045574	chr8:143763958	LYNX1	chr8:143845758-143859640:-	-0.17	-3.69	0.000252	Gastric adenocarcinoma (histologically verified);Non-cardia gastric cancer;Gastric cancer;Duodenal ulcer;Bladder cancer	
LUAD	cis	1	rs1045574	chr8:143763958	PSCA	chr8:143761875-143764142:+	0.31	8.09	4.83E-15	Gastric adenocarcinoma (histologically verified);Non-cardia gastric cancer;Gastric cancer;Duodenal ulcer;Bladder cancer	
LUAD	cis	1	rs1045605	chr8:143764101	PSCA	chr8:143761875-143764142:+	0.3	7.93	1.51E-14	Gastric adenocarcinoma (histologically verified);Non-cardia gastric cancer;Gastric cancer;Duodenal ulcer;Bladder cancer	
LUAD	cis	1	rs10456622	chr6:49396453	CENPQ	chr6:49431096-49460820:+	-0.25	-6.41	3.41E-10	Folate pathway vitamin levels	
LUAD	cis	1	rs10456622	chr6:49396453	MUT	chr6:49398994-49431031:-	0.36	7.58	1.69E-13	Folate pathway vitamin levels	
LUAD	cis	1	rs1046073	chr20:25281333	FAM182A	chr20:26035250-26067552:+	-0.18	-3.68	0.000259	Liver enzyme levels (alkaline phosphatase)	
LUAD	cis	1	rs10461617	chr5:56104308	C5orf35	chr5:56205103-56213010:+	0.8	14.16	2.07E-38	Type 2 diabetes	
LUAD	cis	1	rs10463307	chr5:150254620	LOC134466	chr5:150310000-150326146:-	0.31	3.76	0.000191	Crohn's disease	
LUAD	cis	1	rs10465591	chr1:202308344	PPP1R12B	chr1:202317836-202557697:+	0.22	4.77	2.47E-6	Sex ratio	
LUAD	cis	1	rs10465756	chr1:93029698	EVI5	chr1:92974255-93257961:-	-0.26	-4.14	4.08E-5	Cholesterol, total	
LUAD	cis	1	rs10468183	chr15:100512047	C15orf51	chr15:100330361-100347132:-	0.2	3.8	0.000164	Urate levels in lean individuals	
LUAD	cis	1	rs1046875	chr17:80685426	FN3K	chr17:80693452-80709073:+	0.2	4.18	3.51E-5	Glycated hemoglobin levels	
LUAD	cis	1	rs1046875	chr17:80685426	FN3KRP	chr17:80674582-80685889:+	0.33	5.58	4.03E-8	Glycated hemoglobin levels	
LUAD	cis	1	rs1046896	chr17:80685533	FN3K	chr17:80693452-80709073:+	0.22	4.7	3.36E-6	Glycated hemoglobin levels	
LUAD	cis	1	rs1046896	chr17:80685533	FN3KRP	chr17:80674582-80685889:+	0.35	6.02	3.38E-9	Glycated hemoglobin levels	
LUAD	cis	1	rs1046917	chr17:80685655	FN3K	chr17:80693452-80709073:+	0.2	4.15	4.0E-5	Glycated hemoglobin levels	
LUAD	cis	1	rs1046917	chr17:80685655	FN3KRP	chr17:80674582-80685889:+	0.33	5.54	5.0E-8	Glycated hemoglobin levels	
LUAD	cis	1	rs10470686	chr3:48449956	TREX1	chr3:48501186-48509043:+	-0.3	-7.54	2.27E-13	Longevity	
LUAD	cis	1	rs1047418	chr14:75605792	EIF2B2	chr14:75469612-75476292:+	0.22	4.18	3.42E-5	Height	
LUAD	cis	1	rs1047418	chr14:75605792	MLH3	chr14:75480467-75518235:-	0.28	5.32	1.58E-7	Height	
LUAD	cis	1	rs10483863	chr14:75322327	C14orf45	chr14:74486059-74549566:+	-0.19	-4.44	1.11E-5	Caffeine consumption	
LUAD	cis	1	rs10485381	chr6:97413827	GPR63	chr6:97245889-97285353:-	-0.26	-4.15	4.0E-5	Body mass index	
LUAD	cis	1	rs10489249	chr1:171714521	VAMP4	chr1:171669298-171711214:-	0.24	3.87	0.000125	Hippocampal atrophy	
LUAD	cis	1	rs10491280	chr5:132196383	UQCRQ	chr5:132202319-132204536:+	0.15	3.79	0.000167	Apolipoprotein A-IV levels	
LUAD	cis	1	rs10492096	chr12:6580582	TAPBPL	chr12:6561177-6575601:+	-0.22	-3.86	0.000127	Hip geometry	
LUAD	cis	1	rs10494304	chr1:156285764	CCT3	chr1:156278752-156308195:-	0.18	4.43	1.15E-5	Mean corpuscular hemoglobin concentration;Glycated hemoglobin levels	
