cancer.type	eQTL.type	tagSNP	LD	SNP.ID	SNP.position.hg19	Gene.symbol	Gene.position.hg19	Beta	t-stat	P-value	GWAS-Traits	
UVM	cis	1	rs1046875	chr17:80685426	FN3KRP	chr17:80674582-80685889:+	0.56	5.41	1.4E-6	Glycated hemoglobin levels	
UVM	cis	1	rs1046896	chr17:80685533	FN3KRP	chr17:80674582-80685889:+	0.56	5.41	1.4E-6	Glycated hemoglobin levels	
UVM	cis	1	rs1046917	chr17:80685655	FN3KRP	chr17:80674582-80685889:+	0.56	5.41	1.4E-6	Glycated hemoglobin levels	
UVM	cis	1	rs10470686	chr3:48449956	TREX1	chr3:48501186-48509043:+	-0.39	-5.06	5.03E-6	Longevity	
UVM	cis	1	rs10509744	chr10:102271579	SEC31B	chr10:102246403-102289636:-	-0.39	-5.03	5.66E-6	Palmitoleic acid (16:1n-7) plasma levels	
UVM	cis	1	rs1054399	chr10:102312565	SEC31B	chr10:102246403-102289636:-	-0.39	-5.1	4.38E-6	Palmitoleic acid (16:1n-7) plasma levels	
UVM	cis	1	rs10736426	chr1:45984353	CCDC163P	chr1:45960581-45965646:-	0.79	8.63	8.44E-12	Homocysteine levels	
UVM	cis	1	rs10747783	chr12:58176614	TSFM	chr12:58176536-58191367:+	-0.57	-5.04	5.32E-6	Multiple sclerosis	
UVM	cis	1	rs10753232	chr1:180950126	STX6	chr1:180913175-180992046:-	0.58	5.62	6.56E-7	Progressive supranuclear palsy	
UVM	cis	1	rs10783573	chr12:53728369	PFDN5	chr12:53689235-53693232:+	-0.42	-5.18	3.29E-6	Bone mineral density;Bone mineral density (spine)	
UVM	cis	1	rs10783847	chr12:58196447	TSFM	chr12:58176536-58191367:+	-0.57	-5.04	5.32E-6	Multiple sclerosis	
UVM	cis	1	rs10783848	chr12:58196528	TSFM	chr12:58176536-58191367:+	-0.57	-5.04	5.32E-6	Multiple sclerosis	
UVM	cis	1	rs10786596	chr10:102282126	SEC31B	chr10:102246403-102289636:-	-0.39	-5.1	4.38E-6	Palmitoleic acid (16:1n-7) plasma levels	
UVM	cis	1	rs10786597	chr10:102291287	SEC31B	chr10:102246403-102289636:-	-0.39	-5.1	4.38E-6	Palmitoleic acid (16:1n-7) plasma levels	
UVM	cis	1	rs10786598	chr10:102291579	SEC31B	chr10:102246403-102289636:-	-0.39	-5.1	4.38E-6	Palmitoleic acid (16:1n-7) plasma levels	
UVM	cis	1	rs1078968	chr3:53123486	RFT1	chr3:53122503-53164470:-	-0.37	-5.23	2.68E-6	Height	
UVM	cis	1	rs10791830	chr11:65661291	SNX32	chr11:65601410-65621170:+	0.61	5.26	2.4E-6	Crohn's disease	
UVM	cis	1	rs10804632	chr3:134294501	ANAPC13	chr3:134196547-134204865:-	0.45	6.73	1.03E-8	Height	
UVM	cis	1	rs1080698	chr10:102295114	SEC31B	chr10:102246403-102289636:-	-0.39	-5.1	4.38E-6	Palmitoleic acid (16:1n-7) plasma levels	
UVM	cis	1	rs10877012	chr12:58162085	TSFM	chr12:58176536-58191367:+	-0.63	-5.76	3.86E-7	Multiple sclerosis	
UVM	cis	1	rs10877013	chr12:58165085	TSFM	chr12:58176536-58191367:+	-0.57	-5.04	5.32E-6	Multiple sclerosis	
UVM	cis	1	rs10877014	chr12:58167661	TSFM	chr12:58176536-58191367:+	-0.57	-5.04	5.32E-6	Multiple sclerosis	
UVM	cis	1	rs10877015	chr12:58167788	TSFM	chr12:58176536-58191367:+	-0.57	-5.04	5.32E-6	Multiple sclerosis	
UVM	cis	1	rs10877019	chr12:58172929	TSFM	chr12:58176536-58191367:+	0.56	5.21	2.92E-6	Multiple sclerosis	
UVM	cis	1	rs10883492	chr10:102206089	SEC31B	chr10:102246403-102289636:-	-0.39	-5.11	4.24E-6	Palmitoleic acid (16:1n-7) plasma levels	
UVM	cis	1	rs10883493	chr10:102208188	SEC31B	chr10:102246403-102289636:-	-0.39	-5.11	4.24E-6	Palmitoleic acid (16:1n-7) plasma levels	
UVM	cis	1	rs10883496	chr10:102221931	SEC31B	chr10:102246403-102289636:-	-0.39	-5.11	4.24E-6	Palmitoleic acid (16:1n-7) plasma levels	
UVM	cis	1	rs10883497	chr10:102228519	SEC31B	chr10:102246403-102289636:-	-0.4	-5.39	1.53E-6	Palmitoleic acid (16:1n-7) plasma levels	
UVM	cis	1	rs10883499	chr10:102232188	SEC31B	chr10:102246403-102289636:-	-0.39	-5.11	4.24E-6	Palmitoleic acid (16:1n-7) plasma levels	
UVM	cis	1	rs10883500	chr10:102238324	SEC31B	chr10:102246403-102289636:-	-0.39	-5.11	4.24E-6	Palmitoleic acid (16:1n-7) plasma levels	
UVM	cis	1	rs10883501	chr10:102238326	SEC31B	chr10:102246403-102289636:-	-0.39	-5.11	4.24E-6	Palmitoleic acid (16:1n-7) plasma levels	
UVM	cis	1	rs10883502	chr10:102238343	SEC31B	chr10:102246403-102289636:-	-0.39	-5.11	4.24E-6	Palmitoleic acid (16:1n-7) plasma levels	
UVM	cis	1	rs10883503	chr10:102275504	SEC31B	chr10:102246403-102289636:-	-0.39	-5.1	4.38E-6	Palmitoleic acid (16:1n-7) plasma levels	
UVM	cis	1	rs10883504	chr10:102280687	SEC31B	chr10:102246403-102289636:-	-0.39	-5.1	4.38E-6	Palmitoleic acid (16:1n-7) plasma levels	
UVM	cis	1	rs10883505	chr10:102280772	SEC31B	chr10:102246403-102289636:-	-0.39	-5.1	4.38E-6	Palmitoleic acid (16:1n-7) plasma levels	
UVM	cis	1	rs10883506	chr10:102289743	SEC31B	chr10:102246403-102289636:-	-0.39	-5.1	4.38E-6	Palmitoleic acid (16:1n-7) plasma levels	
UVM	cis	1	rs10883507	chr10:102291275	SEC31B	chr10:102246403-102289636:-	-0.39	-5.1	4.38E-6	Palmitoleic acid (16:1n-7) plasma levels	
UVM	cis	1	rs10883508	chr10:102294413	SEC31B	chr10:102246403-102289636:-	-0.39	-5.1	4.38E-6	Palmitoleic acid (16:1n-7) plasma levels	
UVM	cis	1	rs10883509	chr10:102296461	SEC31B	chr10:102246403-102289636:-	-0.39	-5.1	4.38E-6	Palmitoleic acid (16:1n-7) plasma levels	
UVM	cis	1	rs10883510	chr10:102297018	SEC31B	chr10:102246403-102289636:-	-0.39	-5.1	4.38E-6	Palmitoleic acid (16:1n-7) plasma levels	
UVM	cis	1	rs10883511	chr10:102299407	SEC31B	chr10:102246403-102289636:-	-0.4	-5.11	4.19E-6	Palmitoleic acid (16:1n-7) plasma levels	
UVM	cis	1	rs10883512	chr10:102308516	SEC31B	chr10:102246403-102289636:-	-0.39	-5.1	4.38E-6	Palmitoleic acid (16:1n-7) plasma levels	
UVM	cis	1	rs10935120	chr3:134233092	ANAPC13	chr3:134196547-134204865:-	-0.45	-7.07	2.86E-9	Height	
UVM	cis	1	rs1106565	chr10:102211613	SEC31B	chr10:102246403-102289636:-	-0.39	-5.11	4.24E-6	Palmitoleic acid (16:1n-7) plasma levels	
UVM	cis	1	rs11079321	chr17:55747416	COIL	chr17:55015563-55038411:-	-0.45	-5.19	3.15E-6	Coronary artery calcification	
UVM	cis	1	rs11080114	chr17:28407287	EFCAB5	chr17:28256874-28435469:+	-0.4	-5.08	4.7E-6	Coffee consumption (cups per day)	
UVM	cis	1	rs1109114	chr5:148615946	AFAP1L1	chr5:148651401-148721365:+	0.56	4.92	8.19E-6	Body mass index	
UVM	cis	1	rs1109227	chr3:48479207	TREX1	chr3:48501186-48509043:+	-0.39	-5.09	4.48E-6	Longevity	
UVM	cis	1	rs11122198	chr1:231171139	FAM89A	chr1:231154704-231175995:-	0.52	4.6	2.55E-5	Carotid plaque burden (smoking interaction)	
UVM	cis	1	rs11130170	chr3:48449897	TREX1	chr3:48501186-48509043:+	-0.39	-5.06	5.03E-6	Longevity	
UVM	cis	1	rs11130171	chr3:48462461	TREX1	chr3:48501186-48509043:+	-0.4	-5.1	4.38E-6	Longevity	
UVM	cis	1	rs11130338	chr3:53120924	RFT1	chr3:53122503-53164470:-	-0.37	-5.22	2.82E-6	Height	
UVM	cis	1	rs11148252	chr13:53009048	NEK3	chr13:52706780-52733996:-	0.47	5.71	4.66E-7	Lewy body disease	
UVM	cis	1	rs11157696	chr14:50105746	RPL36AL	chr14:50085407-50087349:-	-0.54	-5.79	3.51E-7	Carotid intima media thickness	
UVM	cis	1	rs11159067	chr14:74637444	LIN52	chr14:74551656-74667117:+	0.44	5.65	5.92E-7	Common traits (Other)	
UVM	cis	1	rs11172333	chr12:58170335	TSFM	chr12:58176536-58191367:+	-0.57	-5.04	5.32E-6	Multiple sclerosis	
UVM	cis	1	rs11172335	chr12:58175201	TSFM	chr12:58176536-58191367:+	-0.57	-5.04	5.32E-6	Multiple sclerosis	
UVM	cis	1	rs11172342	chr12:58187758	TSFM	chr12:58176536-58191367:+	-0.57	-5.04	5.32E-6	Multiple sclerosis	
UVM	cis	1	rs11172343	chr12:58188157	TSFM	chr12:58176536-58191367:+	-0.57	-5.04	5.32E-6	Multiple sclerosis	
UVM	cis	1	rs11172344	chr12:58193448	TSFM	chr12:58176536-58191367:+	-0.57	-5.04	5.32E-6	Multiple sclerosis	
UVM	cis	1	rs11172349	chr12:58212528	TSFM	chr12:58176536-58191367:+	-0.57	-5.04	5.32E-6	Multiple sclerosis	
UVM	cis	1	rs11172351	chr12:58213485	TSFM	chr12:58176536-58191367:+	-0.57	-5.13	3.96E-6	Multiple sclerosis	
UVM	cis	1	rs11190540	chr10:102202629	SEC31B	chr10:102246403-102289636:-	-0.39	-5.11	4.24E-6	Palmitoleic acid (16:1n-7) plasma levels	
UVM	cis	1	rs11190541	chr10:102203071	SEC31B	chr10:102246403-102289636:-	-0.39	-5.11	4.24E-6	Palmitoleic acid (16:1n-7) plasma levels	
UVM	cis	1	rs11190551	chr10:102204734	SEC31B	chr10:102246403-102289636:-	-0.39	-5.11	4.24E-6	Palmitoleic acid (16:1n-7) plasma levels	
UVM	cis	1	rs11190552	chr10:102206607	SEC31B	chr10:102246403-102289636:-	-0.39	-5.11	4.24E-6	Palmitoleic acid (16:1n-7) plasma levels	
UVM	cis	1	rs11190555	chr10:102209160	SEC31B	chr10:102246403-102289636:-	-0.39	-5.11	4.24E-6	Palmitoleic acid (16:1n-7) plasma levels	
UVM	cis	1	rs11190556	chr10:102209223	SEC31B	chr10:102246403-102289636:-	-0.39	-5.11	4.24E-6	Palmitoleic acid (16:1n-7) plasma levels	
UVM	cis	1	rs11190557	chr10:102209369	SEC31B	chr10:102246403-102289636:-	-0.39	-5.11	4.24E-6	Palmitoleic acid (16:1n-7) plasma levels	
UVM	cis	1	rs11190558	chr10:102209397	SEC31B	chr10:102246403-102289636:-	-0.39	-5.11	4.24E-6	Palmitoleic acid (16:1n-7) plasma levels	
UVM	cis	1	rs11190569	chr10:102227409	SEC31B	chr10:102246403-102289636:-	-0.39	-5.11	4.24E-6	Palmitoleic acid (16:1n-7) plasma levels	
UVM	cis	1	rs11190570	chr10:102227702	SEC31B	chr10:102246403-102289636:-	-0.39	-5.11	4.24E-6	Palmitoleic acid (16:1n-7) plasma levels	
UVM	cis	1	rs11190572	chr10:102232879	SEC31B	chr10:102246403-102289636:-	-0.39	-5.11	4.24E-6	Palmitoleic acid (16:1n-7) plasma levels	
UVM	cis	1	rs11190578	chr10:102238953	SEC31B	chr10:102246403-102289636:-	-0.39	-5.11	4.24E-6	Palmitoleic acid (16:1n-7) plasma levels	
UVM	cis	1	rs11190587	chr10:102266638	SEC31B	chr10:102246403-102289636:-	-0.39	-5.1	4.38E-6	Palmitoleic acid (16:1n-7) plasma levels	
UVM	cis	1	rs11190589	chr10:102275471	SEC31B	chr10:102246403-102289636:-	-0.39	-5.1	4.38E-6	Palmitoleic acid (16:1n-7) plasma levels	
UVM	cis	1	rs11190592	chr10:102291059	SEC31B	chr10:102246403-102289636:-	-0.39	-5.1	4.38E-6	Palmitoleic acid (16:1n-7) plasma levels	
UVM	cis	1	rs11190595	chr10:102291761	SEC31B	chr10:102246403-102289636:-	-0.39	-5.1	4.38E-6	Palmitoleic acid (16:1n-7) plasma levels	
UVM	cis	1	rs11190597	chr10:102293676	SEC31B	chr10:102246403-102289636:-	-0.39	-5.1	4.38E-6	Palmitoleic acid (16:1n-7) plasma levels	
UVM	cis	1	rs11190599	chr10:102295420	SEC31B	chr10:102246403-102289636:-	-0.39	-5.1	4.38E-6	Palmitoleic acid (16:1n-7) plasma levels	
UVM	cis	1	rs11190601	chr10:102296730	SEC31B	chr10:102246403-102289636:-	-0.39	-5.1	4.38E-6	Palmitoleic acid (16:1n-7) plasma levels	
UVM	cis	1	rs11190602	chr10:102297256	SEC31B	chr10:102246403-102289636:-	-0.39	-5.1	4.38E-6	Palmitoleic acid (16:1n-7) plasma levels	
UVM	cis	1	rs11190604	chr10:102302457	SEC31B	chr10:102246403-102289636:-	-0.39	-5.1	4.38E-6	Palmitoleic acid (16:1n-7) plasma levels	
UVM	cis	1	rs11190607	chr10:102303614	SEC31B	chr10:102246403-102289636:-	-0.39	-5.1	4.38E-6	Palmitoleic acid (16:1n-7) plasma levels	
UVM	cis	1	rs11190613	chr10:102313997	SEC31B	chr10:102246403-102289636:-	0.39	5.1	4.38E-6	Palmitoleic acid (16:1n-7) plasma levels	
UVM	cis	1	rs11211132	chr1:45990516	CCDC163P	chr1:45960581-45965646:-	-0.76	-7.95	1.07E-10	Homocysteine levels	
UVM	cis	1	rs11242	chr3:53125922	RFT1	chr3:53122503-53164470:-	0.34	4.6	2.54E-5	Height	
UVM	cis	1	rs11292	chr10:102313607	SEC31B	chr10:102246403-102289636:-	-0.39	-5.1	4.38E-6	Palmitoleic acid (16:1n-7) plasma levels	
UVM	cis	1	rs113638727	chr15:40706101	C15orf23	chr15:40674922-40686488:+	0.87	4.85	1.04E-5	Heschl's gyrus morphology	
UVM	cis	1	rs1138273	chr3:134261437	ANAPC13	chr3:134196547-134204865:-	0.46	6.87	6.1E-9	Height	
UVM	cis	1	rs11557072	chr15:40713374	C15orf23	chr15:40674922-40686488:+	0.91	5.13	3.95E-6	Heschl's gyrus morphology	
UVM	cis	1	rs11628710	chr14:74649280	LIN52	chr14:74551656-74667117:+	0.44	5.65	5.92E-7	Common traits (Other)	
UVM	cis	1	rs11647946	chr16:4462836	HMOX2	chr16:4524719-4560347:+	0.46	4.72	1.68E-5	Schizophrenia	
UVM	cis	1	rs1167827	chr7:75163169	PMS2L3	chr7:75137070-75157418:-	-0.65	-6.2	7.74E-8	Body mass index	
UVM	cis	1	rs11689927	chr2:29248604	FAM179A	chr2:29204164-29275094:+	-0.68	-5.37	1.64E-6	Diastolic blood pressure (alcohol consumption interaction)	
UVM	cis	1	rs11691201	chr2:29248816	FAM179A	chr2:29204164-29275094:+	0.72	5.51	9.95E-7	Diastolic blood pressure (alcohol consumption interaction)	
UVM	cis	1	rs11704899	chr22:29918482	CABP7	chr22:30116344-30127818:+	0.97	5.98	1.73E-7	Lipid traits	
UVM	cis	1	rs11706117	chr3:134212526	ANAPC13	chr3:134196547-134204865:-	0.46	7.06	3.0E-9	Height	
UVM	cis	1	rs11708531	chr3:134224902	ANAPC13	chr3:134196547-134204865:-	0.46	7.06	3.0E-9	Height	
UVM	cis	1	rs11712561	chr3:48435272	TREX1	chr3:48501186-48509043:+	-0.38	-4.8	1.25E-5	Longevity	
UVM	cis	1	rs11739344	chr5:56111087	C5orf35	chr5:56205103-56213010:+	0.95	6.34	4.59E-8	Type 2 diabetes	
UVM	cis	1	rs11816840	chr10:102309220	SEC31B	chr10:102246403-102289636:-	-0.39	-5.1	4.38E-6	Palmitoleic acid (16:1n-7) plasma levels	
UVM	cis	1	rs11858714	chr15:40717447	C15orf23	chr15:40674922-40686488:+	0.91	5.13	3.95E-6	Heschl's gyrus morphology	
UVM	cis	1	rs11919350	chr3:134235970	ANAPC13	chr3:134196547-134204865:-	-0.46	-6.87	6.1E-9	Height	
UVM	cis	1	rs11927068	chr3:134266321	ANAPC13	chr3:134196547-134204865:-	-0.46	-6.87	6.1E-9	Height	
UVM	cis	1	rs11928499	chr3:134232350	ANAPC13	chr3:134196547-134204865:-	-0.46	-6.48	2.65E-8	Height	
UVM	cis	1	rs11976020	chr7:72247800	TYW1B	chr7:72023729-72298813:-	1	9.04	1.85E-12	Educational attainment (years of education)	
UVM	cis	1	rs12037569	chr1:109923677	RBM15	chr1:110881945-110889303:+	-0.49	-4.9	8.84E-6	Major depressive disorder	
UVM	cis	1	rs12219158	chr10:102302923	SEC31B	chr10:102246403-102289636:-	-0.39	-5.1	4.38E-6	Palmitoleic acid (16:1n-7) plasma levels	
UVM	cis	1	rs12219789	chr10:102213778	SEC31B	chr10:102246403-102289636:-	-0.39	-5.11	4.24E-6	Palmitoleic acid (16:1n-7) plasma levels	
UVM	cis	1	rs12237653	chr9:2551654	FLJ35024	chr9:2422702-2622373:-	1.01	6.13	9.98E-8	Gambling	
UVM	cis	1	rs12354411	chr10:102294537	SEC31B	chr10:102246403-102289636:-	-0.39	-5.1	4.38E-6	Palmitoleic acid (16:1n-7) plasma levels	
UVM	cis	1	rs12355721	chr10:102244911	SEC31B	chr10:102246403-102289636:-	-0.39	-5.11	4.24E-6	Palmitoleic acid (16:1n-7) plasma levels	
UVM	cis	1	rs12358187	chr10:102284449	SEC31B	chr10:102246403-102289636:-	-0.39	-5.1	4.38E-6	Palmitoleic acid (16:1n-7) plasma levels	
UVM	cis	1	rs12416687	chr10:104629011	C10orf32	chr10:104613967-104624718:+	-0.37	-4.66	2.03E-5	Arsenic metabolism	
UVM	cis	1	rs12447826	chr16:4464617	HMOX2	chr16:4524719-4560347:+	0.46	4.72	1.68E-5	Schizophrenia	
UVM	cis	1	rs12490835	chr3:134223730	ANAPC13	chr3:134196547-134204865:-	0.46	7.06	3.0E-9	Height	
UVM	cis	1	rs12547941	chr8:29980332	MBOAT4	chr8:29989188-30002200:-	1.07	4.86	1.03E-5	Migraine	
UVM	cis	1	rs12600855	chr17:28279591	EFCAB5	chr17:28256874-28435469:+	0.4	5.08	4.7E-6	Coffee consumption (cups per day)	
UVM	cis	1	rs12600993	chr17:28291222	EFCAB5	chr17:28256874-28435469:+	0.4	5.09	4.57E-6	Coffee consumption (cups per day)	
UVM	cis	1	rs12619985	chr2:46641627	ATP6V1E2	chr2:46738988-46769696:-	-0.53	-4.63	2.29E-5	HDL cholesterol	
UVM	cis	1	rs12637751	chr3:134266124	ANAPC13	chr3:134196547-134204865:-	-0.46	-6.87	6.1E-9	Height	
UVM	cis	1	rs12696052	chr3:157322963	C3orf55	chr3:157261159-157319019:+	-0.41	-4.6	2.56E-5	Body mass index	
UVM	cis	1	rs12744212	chr1:180952516	STX6	chr1:180913175-180992046:-	-0.58	-5.69	5.07E-7	Progressive supranuclear palsy	
UVM	cis	1	rs12754041	chr1:180957962	STX6	chr1:180913175-180992046:-	-0.58	-5.69	5.07E-7	Progressive supranuclear palsy	
UVM	cis	1	rs12828040	chr12:7326541	PEX5	chr12:7341759-7371167:+	0.75	10.32	1.78E-14	IgG glycosylation	
UVM	cis	1	rs12828421	chr12:7335217	PEX5	chr12:7341759-7371167:+	-0.74	-10.3	1.94E-14	IgG glycosylation	
UVM	cis	1	rs12889813	chr14:24306537	NGDN	chr14:23938898-23947401:+	0.65	5.16	3.52E-6	Antibody level in response to infection	
UVM	cis	1	rs12910992	chr15:90372465	AP3S2	chr15:90373832-90456222:-	-0.69	-5.9	2.3E-7	Type 2 diabetes	
UVM	cis	1	rs12971120	chr18:72174023	CNDP2	chr18:72163597-72188356:+	0.72	5.41	1.41E-6	Refractive error	
UVM	cis	1	rs13008299	chr2:29247997	FAM179A	chr2:29204164-29275094:+	-0.68	-5.22	2.78E-6	Diastolic blood pressure (alcohol consumption interaction)	
UVM	cis	1	rs13008525	chr2:29248340	FAM179A	chr2:29204164-29275094:+	0.72	5.51	9.95E-7	Diastolic blood pressure (alcohol consumption interaction)	
UVM	cis	1	rs13014235	chr2:202215492	ALS2CR12	chr2:202153148-202222101:-	-0.46	-4.69	1.82E-5	Basal cell carcinoma	
UVM	cis	1	rs13014261	chr2:29248414	FAM179A	chr2:29204164-29275094:+	0.72	5.51	9.95E-7	Diastolic blood pressure (alcohol consumption interaction)	
UVM	cis	1	rs13026779	chr2:29247963	FAM179A	chr2:29204164-29275094:+	0.72	5.51	9.95E-7	Diastolic blood pressure (alcohol consumption interaction)	
UVM	cis	1	rs13059720	chr3:134242021	ANAPC13	chr3:134196547-134204865:-	-0.47	-6.73	1.05E-8	Height	
UVM	cis	1	rs13069724	chr3:48478039	TREX1	chr3:48501186-48509043:+	-0.4	-4.94	7.63E-6	Longevity	
UVM	cis	1	rs13071337	chr3:48438189	TREX1	chr3:48501186-48509043:+	-0.38	-4.81	1.22E-5	Longevity	
UVM	cis	1	rs13071551	chr3:134310867	ANAPC13	chr3:134196547-134204865:-	-0.45	-6.73	1.03E-8	Height	
UVM	cis	1	rs13076076	chr3:48479039	TREX1	chr3:48501186-48509043:+	-0.4	-5.1	4.38E-6	Longevity	
UVM	cis	1	rs13081177	chr3:134289860	ANAPC13	chr3:134196547-134204865:-	-0.46	-6.57	1.88E-8	Height	
UVM	cis	1	rs13081688	chr3:134259954	ANAPC13	chr3:134196547-134204865:-	-0.47	-6.73	1.05E-8	Height	
UVM	cis	1	rs13087875	chr3:134261123	ANAPC13	chr3:134196547-134204865:-	-0.46	-6.87	6.1E-9	Height	
UVM	cis	1	rs13089966	chr3:134279197	ANAPC13	chr3:134196547-134204865:-	-0.45	-6.73	1.03E-8	Height	
UVM	cis	1	rs13090969	chr3:134307257	ANAPC13	chr3:134196547-134204865:-	-0.45	-6.73	1.03E-8	Height	
UVM	cis	1	rs13091785	chr3:48494098	TREX1	chr3:48501186-48509043:+	-0.4	-4.88	9.42E-6	Longevity	
UVM	cis	1	rs13096604	chr3:134250099	ANAPC13	chr3:134196547-134204865:-	-0.47	-6.73	1.05E-8	Height	
UVM	cis	1	rs13161048	chr5:148615269	AFAP1L1	chr5:148651401-148721365:+	-0.55	-4.62	2.35E-5	Body mass index	
UVM	cis	1	rs13171669	chr5:148601243	AFAP1L1	chr5:148651401-148721365:+	0.56	4.72	1.69E-5	Body mass index	
UVM	cis	1	rs13252719	chr8:71734569	XKR9	chr8:71581600-71648176:+	0.85	8.21	3.96E-11	Bone mineral density	
UVM	cis	1	rs13253842	chr8:71625503	XKR9	chr8:71581600-71648176:+	0.87	8.96	2.49E-12	Bone mineral density	
UVM	cis	1	rs1331455	chr9:2557493	FLJ35024	chr9:2422702-2622373:-	1	5.55	8.58E-7	Gambling	
UVM	cis	1	rs13314659	chr3:48449149	TREX1	chr3:48501186-48509043:+	0.4	4.77	1.37E-5	Longevity	
UVM	cis	1	rs13322305	chr3:134310791	ANAPC13	chr3:134196547-134204865:-	0.45	6.73	1.03E-8	Height	
UVM	cis	1	rs13385191	chr2:20888265	C2orf43	chr2:20883803-21022827:-	-0.59	-7.72	2.51E-10	Prostate cancer	
UVM	cis	1	rs1357762	chr3:134264859	ANAPC13	chr3:134196547-134204865:-	0.46	6.87	6.1E-9	Height	
UVM	cis	1	rs1371135	chr15:90391270	AP3S2	chr15:90373832-90456222:-	-0.75	-6.51	2.35E-8	Type 2 diabetes	
UVM	cis	1	rs1411478	chr1:180962282	STX6	chr1:180913175-180992046:-	-0.57	-5.57	7.75E-7	Progressive supranuclear palsy	
UVM	cis	1	rs1417823	chr10:102227886	SEC31B	chr10:102246403-102289636:-	0.39	5.11	4.24E-6	Palmitoleic acid (16:1n-7) plasma levels	
UVM	cis	1	rs1423620	chr5:56100996	C5orf35	chr5:56205103-56213010:+	0.95	6.93	4.86E-9	Type 2 diabetes	
UVM	cis	1	rs1423621	chr5:56101035	C5orf35	chr5:56205103-56213010:+	0.95	6.34	4.59E-8	Type 2 diabetes	
UVM	cis	1	rs1461691	chr8:120440816	NOV	chr8:120428552-120436678:+	0.6	4.95	7.51E-6	Blood pressure	
UVM	cis	1	rs1461695	chr8:120444301	NOV	chr8:120428552-120436678:+	0.63	5.13	3.9E-6	Blood pressure	
UVM	cis	1	rs1498718	chr3:134205920	ANAPC13	chr3:134196547-134204865:-	0.46	7.11	2.47E-9	Height	
UVM	cis	1	rs1509460	chr5:42433819	C5orf51	chr5:41904470-41921737:+	-0.46	-5.35	1.75E-6	Systemic lupus erythematosus	
UVM	cis	1	rs1509461	chr5:42407860	C5orf51	chr5:41904470-41921737:+	0.45	5.41	1.41E-6	Systemic lupus erythematosus	
UVM	cis	1	rs1534025	chr3:134313304	ANAPC13	chr3:134196547-134204865:-	-0.45	-6.73	1.03E-8	Height	
UVM	cis	1	rs1534026	chr3:134284767	ANAPC13	chr3:134196547-134204865:-	0.45	6.73	1.03E-8	Height	
UVM	cis	1	rs1559282	chr5:56099375	C5orf35	chr5:56205103-56213010:+	0.95	6.34	4.59E-8	Type 2 diabetes	
UVM	cis	1	rs1563736	chr3:48436794	TREX1	chr3:48501186-48509043:+	-0.38	-4.81	1.22E-5	Longevity	
UVM	cis	1	rs1599932	chr12:58177943	TSFM	chr12:58176536-58191367:+	-0.57	-5.04	5.32E-6	Multiple sclerosis	
UVM	cis	1	rs16892582	chr8:120445542	NOV	chr8:120428552-120436678:+	0.63	5.13	3.9E-6	Blood pressure	
