cancer.type	eQTL.type	tagSNP	LD	SNP.ID	SNP.position.hg19	Gene.symbol	Gene.position.hg19	Beta	t-stat	P-value	GWAS-Traits	
STAD	cis	1	rs10736426	chr1:45984353	CCDC163P	chr1:45960581-45965646:-	0.46	7.41	7.98E-13	Homocysteine levels	
STAD	cis	1	rs10739388	chr9:115977175	CDC26	chr9:116029290-116037869:-	-0.38	-6.99	1.18E-11	Hematology traits	
STAD	cis	1	rs10741741	chr11:18342081	GTF2H1	chr11:18343816-18388590:+	-0.36	-6.15	1.97E-9	Pancreatic cancer	
STAD	cis	1	rs10741742	chr11:18342160	GTF2H1	chr11:18343816-18388590:+	0.38	6.45	3.35E-10	Pancreatic cancer	
STAD	cis	1	rs1074407	chr22:38156183	GALR3	chr22:38219389-38221502:+	-0.28	-5.06	6.51E-7	Optic cup area;Vertical cup-disc ratio	
STAD	cis	1	rs10747783	chr12:58176614	FAM119B	chr12:58166383-58176323:+	0.42	7.1	5.83E-12	Multiple sclerosis	
STAD	cis	1	rs10747783	chr12:58176614	TSFM	chr12:58176536-58191367:+	-0.33	-6.93	1.7E-11	Multiple sclerosis	
STAD	cis	1	rs10754323	chr1:89119492	CCBL2	chr1:89401456-89458643:-	0.29	6.43	3.67E-10	Height	
STAD	cis	1	rs10759636	chr9:116018777	CDC26	chr9:116029290-116037869:-	-0.35	-6.33	6.85E-10	Hematology traits	
STAD	cis	1	rs10760118	chr9:123641616	LOC253039	chr9:123605320-123616644:+	-0.36	-6.3	7.97E-10	Rheumatoid arthritis	
STAD	cis	1	rs10760121	chr9:123647915	LOC253039	chr9:123605320-123616644:+	-0.35	-6.16	1.86E-9	Rheumatoid arthritis	
STAD	cis	1	rs10760589	chr9:131906293	CRAT	chr9:131857075-131873070:-	0.27	4.89	1.47E-6	Blood metabolite ratios	
STAD	cis	1	rs10760589	chr9:131906293	PPP2R4	chr9:131873244-131911223:+	0.22	4.61	5.48E-6	Blood metabolite ratios	
STAD	cis	1	rs10771431	chr12:9380859	LOC642846	chr12:9436253-9466684:+	0.19	4.08	5.48E-5	Breast size	
STAD	cis	1	rs1077889	chr20:25267893	NANP	chr20:25593575-25604648:-	-0.2	-3.84	0.000144	Liver enzyme levels (alkaline phosphatase)	
STAD	cis	1	rs10783594	chr12:54067135	ATP5G2	chr12:54058945-54070512:-	0.22	4.55	7.29E-6	Height	
STAD	cis	1	rs10783847	chr12:58196447	FAM119B	chr12:58166383-58176323:+	0.43	7.27	1.93E-12	Multiple sclerosis	
