cancer.type	eQTL.type	tagSNP	LD	SNP.ID	SNP.position.hg19	Gene.symbol	Gene.position.hg19	Beta	t-stat	P-value	GWAS-Traits	
KICH	cis	1	rs4408846	chr3:41753679	ULK4	chr3:41288091-42003660:-	0.89	5.87	6.7E-7	Diastolic blood pressure	
KICH	cis	1	rs4750759	chr10:131436603	MGMT	chr10:131265454-131565783:+	-0.51	-5.18	6.19E-6	Response to temozolomide	
KICH	cis	1	rs4869313	chr5:96223880	ERAP2	chr5:96211644-96255398:+	-0.92	-8.81	5.22E-11	Pediatric autoimmune diseases	
KICH	cis	1	rs4973991	chr3:41927273	ULK4	chr3:41288091-42003660:-	-0.99	-8.74	6.58E-11	Diastolic blood pressure	
KICH	cis	1	rs522891	chr10:131430916	MGMT	chr10:131265454-131565783:+	-0.51	-5.18	6.19E-6	Response to temozolomide	
KICH	cis	1	rs56043407	chr17:2166078	SRR	chr17:2207248-2228553:+	-0.76	-5.74	1.03E-6	Esophageal cancer (squamous cell)	
KICH	cis	1	rs56121764	chr3:41883975	ULK4	chr3:41288091-42003660:-	0.99	7.78	1.34E-9	Diastolic blood pressure	
KICH	cis	1	rs56158380	chr3:41885588	ULK4	chr3:41288091-42003660:-	0.99	7.78	1.34E-9	Diastolic blood pressure	
KICH	cis	1	rs56207540	chr3:41976627	ULK4	chr3:41288091-42003660:-	0.9	6.48	9.12E-8	Diastolic blood pressure	
KICH	cis	1	rs56776628	chr3:41866856	ULK4	chr3:41288091-42003660:-	0.96	7.75	1.45E-9	Diastolic blood pressure	
KICH	cis	1	rs568617	chr11:65653242	CTSW	chr11:65647284-65651212:+	-0.61	-6.83	2.87E-8	Crohn's disease	
KICH	cis	1	rs57479675	chr3:41798038	ULK4	chr3:41288091-42003660:-	0.97	7.67	1.89E-9	Diastolic blood pressure	
KICH	cis	1	rs5750621	chr22:38956166	CBY1	chr22:39052658-39069853:+	0.66	5.08	8.6E-6	Resting heart rate	
KICH	cis	1	rs5750622	chr22:38956464	CBY1	chr22:39052658-39069853:+	0.66	5.08	8.6E-6	Resting heart rate	
KICH	cis	1	rs5750626	chr22:38977890	CBY1	chr22:39052658-39069853:+	0.75	5.84	7.42E-7	Resting heart rate	
KICH	cis	1	rs5750627	chr22:38982321	CBY1	chr22:39052658-39069853:+	0.76	5.6	1.62E-6	Resting heart rate	
KICH	cis	1	rs59150578	chr11:18340862	GTF2H1	chr11:18343816-18388590:+	0.47	5.48	2.36E-6	Pancreatic cancer	
KICH	cis	1	rs6051080	chr20:25975674	FAM182B	chr20:25744102-25848786:-	0.76	5.39	3.18E-6	Colorectal or endometrial cancer	
KICH	cis	1	rs6120974	chr20:34126827	CPNE1	chr20:34213968-34262539:-	-0.76	-5.3	4.23E-6	Triglycerides	
KICH	cis	1	rs61744385	chr3:41756986	ULK4	chr3:41288091-42003660:-	0.89	5.87	6.7E-7	Diastolic blood pressure	
KICH	cis	1	rs61744388	chr3:41756965	ULK4	chr3:41288091-42003660:-	0.89	5.87	6.7E-7	Diastolic blood pressure	
KICH	cis	1	rs641018	chr11:65655393	CTSW	chr11:65647284-65651212:+	-0.6	-6.82	2.92E-8	Crohn's disease	
KICH	cis	1	rs6454513	chr6:86720049	SNHG5	chr6:86386726-86388451:-	0.66	6.03	3.9E-7	Response to antipsychotic treatment	
KICH	cis	1	rs6519120	chr22:38991393	CBY1	chr22:39052658-39069853:+	-0.68	-5.49	2.32E-6	Resting heart rate	
KICH	cis	1	rs656980	chr11:65656282	CTSW	chr11:65647284-65651212:+	-0.6	-6.82	2.92E-8	Crohn's disease	
KICH	cis	1	rs6579245	chr20:34125271	CPNE1	chr20:34213968-34262539:-	-0.76	-5.4	3.06E-6	Cholesterol, total	
KICH	cis	1	rs6599170	chr3:41772718	ULK4	chr3:41288091-42003660:-	0.92	7.09	1.22E-8	Diastolic blood pressure	
KICH	cis	1	rs6599175	chr3:41786009	ULK4	chr3:41288091-42003660:-	-0.91	-7.9	9.14E-10	Diastolic blood pressure	
KICH	cis	1	rs6599176	chr3:41788492	ULK4	chr3:41288091-42003660:-	-0.96	-8.18	3.71E-10	Diastolic blood pressure	
KICH	cis	1	rs6599178	chr3:41842129	ULK4	chr3:41288091-42003660:-	1	8.66	8.29E-11	Diastolic blood pressure	
KICH	cis	1	rs6599179	chr3:41855284	ULK4	chr3:41288091-42003660:-	1	8.66	8.29E-11	Diastolic blood pressure	
KICH	cis	1	rs6763829	chr3:41897046	ULK4	chr3:41288091-42003660:-	0.96	8.21	3.4E-10	Diastolic blood pressure	
KICH	cis	1	rs6768128	chr3:41865080	ULK4	chr3:41288091-42003660:-	0.96	7.75	1.45E-9	Diastolic blood pressure	
KICH	cis	1	rs6768542	chr3:41865474	ULK4	chr3:41288091-42003660:-	0.96	7.75	1.45E-9	Diastolic blood pressure	
KICH	cis	1	rs6768563	chr3:41865541	ULK4	chr3:41288091-42003660:-	0.96	7.75	1.45E-9	Diastolic blood pressure	
KICH	cis	1	rs6781326	chr3:41777028	ULK4	chr3:41288091-42003660:-	0.92	7.09	1.22E-8	Diastolic blood pressure	
KICH	cis	1	rs6783001	chr3:41862232	ULK4	chr3:41288091-42003660:-	1	8.66	8.29E-11	Diastolic blood pressure	
KICH	cis	1	rs6789260	chr3:41776350	ULK4	chr3:41288091-42003660:-	0.93	6.11	3.01E-7	Diastolic blood pressure	
KICH	cis	1	rs6790732	chr3:41864872	ULK4	chr3:41288091-42003660:-	1	8.66	8.29E-11	Diastolic blood pressure	
KICH	cis	1	rs6791806	chr3:41889995	ULK4	chr3:41288091-42003660:-	0.96	8.21	3.4E-10	Diastolic blood pressure	
KICH	cis	1	rs6796210	chr3:41851718	ULK4	chr3:41288091-42003660:-	1	8.66	8.29E-11	Diastolic blood pressure	
KICH	cis	1	rs6797165	chr3:41887777	ULK4	chr3:41288091-42003660:-	0.96	8.21	3.4E-10	Diastolic blood pressure	
KICH	cis	1	rs6801343	chr3:41767234	ULK4	chr3:41288091-42003660:-	0.92	7.09	1.22E-8	Diastolic blood pressure	
KICH	cis	1	rs6802340	chr3:41894034	ULK4	chr3:41288091-42003660:-	0.96	8.21	3.4E-10	Diastolic blood pressure	
KICH	cis	1	rs6803560	chr3:41824480	ULK4	chr3:41288091-42003660:-	0.99	8.69	7.7E-11	Diastolic blood pressure	
KICH	cis	1	rs6803652	chr3:41824556	ULK4	chr3:41288091-42003660:-	0.99	8.69	7.7E-11	Diastolic blood pressure	
KICH	cis	1	rs6805880	chr3:41865397	ULK4	chr3:41288091-42003660:-	0.96	7.75	1.45E-9	Diastolic blood pressure	
KICH	cis	1	rs6807015	chr3:41754514	ULK4	chr3:41288091-42003660:-	0.89	5.87	6.7E-7	Diastolic blood pressure	
KICH	cis	1	rs687672	chr11:65649984	CTSW	chr11:65647284-65651212:+	0.61	6.83	2.87E-8	Crohn's disease	
KICH	cis	1	rs693824	chr11:65654783	CTSW	chr11:65647284-65651212:+	-0.61	-6.83	2.87E-8	Crohn's disease	
KICH	cis	1	rs694994	chr11:65653309	CTSW	chr11:65647284-65651212:+	-0.61	-6.83	2.87E-8	Crohn's disease	
KICH	cis	1	rs7007450	chr8:71640269	XKR9	chr8:71581600-71648176:+	1.05	11.27	3.89E-14	Bone mineral density	
KICH	cis	1	rs7017914	chr8:71591203	XKR9	chr8:71581600-71648176:+	1.05	11.27	3.89E-14	Bone mineral density	
KICH	cis	1	rs73069392	chr3:41787009	ULK4	chr3:41288091-42003660:-	0.94	8.63	9.27E-11	Diastolic blood pressure	
KICH	cis	1	rs73069394	chr3:41787233	ULK4	chr3:41288091-42003660:-	0.92	7.96	7.54E-10	Diastolic blood pressure	
KICH	cis	1	rs73069396	chr3:41787236	ULK4	chr3:41288091-42003660:-	0.92	7.96	7.54E-10	Diastolic blood pressure	
KICH	cis	1	rs73071329	chr3:41810539	ULK4	chr3:41288091-42003660:-	0.99	8.69	7.7E-11	Diastolic blood pressure	
KICH	cis	1	rs73077367	chr3:41851959	ULK4	chr3:41288091-42003660:-	1	8.66	8.29E-11	Diastolic blood pressure	
KICH	cis	1	rs73079316	chr3:41863859	ULK4	chr3:41288091-42003660:-	0.92	5.36	3.46E-6	Diastolic blood pressure	
KICH	cis	1	rs73079321	chr3:41863910	ULK4	chr3:41288091-42003660:-	0.96	7.75	1.45E-9	Diastolic blood pressure	
KICH	cis	1	rs73081353	chr3:41906448	ULK4	chr3:41288091-42003660:-	0.98	7.84	1.09E-9	Diastolic blood pressure	
KICH	cis	1	rs73081364	chr3:41913616	ULK4	chr3:41288091-42003660:-	0.98	7.84	1.09E-9	Diastolic blood pressure	
KICH	cis	1	rs7372217	chr3:41990122	ULK4	chr3:41288091-42003660:-	-0.96	-8.21	3.4E-10	Diastolic blood pressure	
KICH	cis	1	rs743418	chr21:35348500	FAM165B	chr21:35747749-35775074:+	-1.29	-5.27	4.64E-6	Red blood cell traits	
KICH	cis	1	rs743419	chr21:35348725	FAM165B	chr21:35747749-35775074:+	-1.29	-5.27	4.64E-6	Red blood cell traits	
KICH	cis	1	rs7616844	chr3:41874343	ULK4	chr3:41288091-42003660:-	1	8.66	8.29E-11	Diastolic blood pressure	
KICH	cis	1	rs7617397	chr3:41959037	ULK4	chr3:41288091-42003660:-	-0.99	-8.74	6.58E-11	Diastolic blood pressure	
KICH	cis	1	rs7622259	chr3:41881351	ULK4	chr3:41288091-42003660:-	1	8.66	8.29E-11	Diastolic blood pressure	
KICH	cis	1	rs7624372	chr3:41881107	ULK4	chr3:41288091-42003660:-	1	8.66	8.29E-11	Diastolic blood pressure	
KICH	cis	1	rs7631057	chr3:41817951	ULK4	chr3:41288091-42003660:-	0.99	8.93	3.69E-11	Diastolic blood pressure	
KICH	cis	1	rs7632387	chr3:41853161	ULK4	chr3:41288091-42003660:-	0.86	5.56	1.82E-6	Diastolic blood pressure	
KICH	cis	1	rs7646144	chr3:41853125	ULK4	chr3:41288091-42003660:-	0.86	5.56	1.82E-6	Diastolic blood pressure	
KICH	cis	1	rs76471037	chr3:41799414	ULK4	chr3:41288091-42003660:-	0.97	7.67	1.89E-9	Diastolic blood pressure	
KICH	cis	1	rs7648357	chr3:41849670	ULK4	chr3:41288091-42003660:-	1	8.66	8.29E-11	Diastolic blood pressure	
KICH	cis	1	rs7648578	chr3:41858731	ULK4	chr3:41288091-42003660:-	0.99	8.74	6.58E-11	Diastolic blood pressure	
KICH	cis	1	rs7650227	chr3:41794937	ULK4	chr3:41288091-42003660:-	0.94	7.15	1.02E-8	Diastolic blood pressure	
KICH	cis	1	rs7705093	chr5:96290647	ERAP2	chr5:96211644-96255398:+	1.05	9.45	7.43E-12	Birdshot chorioretinopathy	
