cancer.type	eQTL.type	tagSNP	LD	SNP.ID	SNP.position.hg19	Gene.symbol	Gene.position.hg19	Beta	t-stat	P-value	GWAS-Traits	
PAAD	cis	1	rs10151596	chr14:22723198	HAUS4	chr14:23415438-23426335:-	-0.57	-4.1	6.7E-5	Periodontal disease-related phenotypes	
PAAD	cis	1	rs10157597	chr1:45990278	CCDC163P	chr1:45960581-45965646:-	-0.96	-13.34	2.03E-27	Homocysteine levels	
PAAD	cis	1	rs1016669	chr3:41894440	ULK4	chr3:41288091-42003660:-	0.85	7.52	4.43E-12	Diastolic blood pressure	
PAAD	cis	1	rs10178409	chr2:73855507	ALMS1P	chr2:73872046-73912692:+	0.48	4.27	3.42E-5	Urinary metabolites	
PAAD	cis	1	rs1018184	chr6:86648475	SNHG5	chr6:86386726-86388451:-	0.85	11.58	1.18E-22	Response to antipsychotic treatment	
PAAD	cis	1	rs10193373	chr2:281886	SH3YL1	chr2:218138-264810:-	-0.47	-7.75	1.2E-12	Spherical equivalent (joint main effects and education interaction)	
PAAD	cis	1	rs10212536	chr3:41827026	ULK4	chr3:41288091-42003660:-	0.88	8.15	1.18E-13	Diastolic blood pressure	
PAAD	cis	1	rs10218795	chr1:145416056	NOTCH2NL	chr1:145209111-145295525:+	0.69	4.35	2.52E-5	Coronary heart disease	
PAAD	cis	1	rs10229552	chr7:99234899	CYP3A5	chr7:99245818-99332821:-	0.76	7.4	8.45E-12	Blood metabolite levels	
PAAD	cis	1	rs10234309	chr7:135311167	PL-5283	chr7:135347221-135378160:+	0.81	8.59	9.15E-15	Paget's disease	
PAAD	cis	1	rs10234309	chr7:135311167	SLC13A4	chr7:135365993-135412933:-	-0.5	-4.48	1.43E-5	Paget's disease	
PAAD	cis	1	rs10242455	chr7:99240179	CYP3A5	chr7:99245818-99332821:-	-0.72	-7.03	6.31E-11	Blood metabolite levels	
PAAD	cis	1	rs1025646	chr3:41754422	ULK4	chr3:41288091-42003660:-	0.83	7.23	2.18E-11	Diastolic blood pressure	
PAAD	cis	1	rs10278546	chr7:100516003	TRIP6	chr7:100464950-100471070:+	0.33	4.16	5.29E-5	Resting heart rate	
PAAD	cis	1	rs1028449	chr14:35512995	PPP2R3C	chr14:35554679-35591679:-	0.56	5.79	3.87E-8	Atopic dermatitis	
PAAD	cis	1	rs1030831	chr4:130025037	C4orf33	chr4:130014829-130033842:+	-0.54	-7.09	4.75E-11	Chronic obstructive pulmonary disease (moderate to severe)	
PAAD	cis	1	rs1034219	chr1:93022678	EVI5	chr1:92974255-93257961:-	-0.37	-4.13	5.92E-5	Cholesterol, total	
PAAD	cis	1	rs1037147	chr4:130025873	C4orf33	chr4:130014829-130033842:+	-0.54	-7.09	4.75E-11	Chronic obstructive pulmonary disease (moderate to severe)	
PAAD	cis	1	rs1039664	chr7:65449716	CCT6P1	chr7:65216092-65228661:+	0.44	4.3	2.97E-5	Diabetic kidney disease	
PAAD	cis	1	rs1040726	chr20:3264267	ITPA	chr20:3190056-3204504:+	-0.4	-5.7	5.92E-8	IFN-related cytopenia	
PAAD	cis	1	rs1040727	chr20:3264292	ITPA	chr20:3190056-3204504:+	-0.4	-5.71	5.63E-8	IFN-related cytopenia	
PAAD	cis	1	rs10409485	chr19:41920765	B3GNT8	chr19:41931265-41934635:-	0.3	4.73	4.97E-6	Height	
PAAD	cis	1	rs10413735	chr19:41921071	B3GNT8	chr19:41931265-41934635:-	-0.3	-4.73	4.97E-6	Height	
PAAD	cis	1	rs10416218	chr19:33599127	GPATCH1	chr19:33571786-33621318:+	0.45	4.01	9.34E-5	Bone properties (heel)	
PAAD	cis	1	rs10416265	chr19:33605300	GPATCH1	chr19:33571786-33621318:+	0.46	4.06	7.79E-5	Bone properties (heel)	
PAAD	cis	1	rs10417311	chr19:41902038	B3GNT8	chr19:41931265-41934635:-	-0.3	-4.69	5.94E-6	Height	
PAAD	cis	1	rs10417997	chr19:41902361	B3GNT8	chr19:41931265-41934635:-	-0.3	-4.67	6.58E-6	Height	
PAAD	cis	1	rs10422783	chr19:41906436	B3GNT8	chr19:41931265-41934635:-	-0.3	-4.69	5.94E-6	Height	
PAAD	cis	1	rs10422956	chr19:41901261	B3GNT8	chr19:41931265-41934635:-	-0.3	-4.67	6.64E-6	Height	
PAAD	cis	1	rs10423531	chr19:33600140	GPATCH1	chr19:33571786-33621318:+	0.45	4.01	9.34E-5	Bone properties (heel)	
PAAD	cis	1	rs1042658	chr17:38173902	GSDMA	chr17:38119226-38134019:+	-0.56	-6.21	4.72E-9	Neutrophil count;White blood cell count;C-reactive protein and white blood cell count	
PAAD	cis	1	rs10431505	chr12:58178589	FAM119B	chr12:58166383-58176323:+	0.47	5.72	5.52E-8	Multiple sclerosis	
PAAD	cis	1	rs1043413	chr19:41939297	B3GNT8	chr19:41931265-41934635:-	0.32	4.96	1.82E-6	Height	
PAAD	cis	1	rs1043674	chr14:75549370	EIF2B2	chr14:75469612-75476292:+	0.37	4.16	5.28E-5	Height	
PAAD	cis	1	rs10440301	chr4:17663199	MED28	chr4:17616273-17629791:+	0.44	5.19	6.59E-7	Parasitemia in Tripanosoma cruzi seropositivity	
PAAD	cis	1	rs10445300	chr17:2114587	SRR	chr17:2207248-2228553:+	-0.5	-8.77	3.2E-15	Esophageal cancer (squamous cell)	
PAAD	cis	1	rs1044717	chr1:45976587	CCDC163P	chr1:45960581-45965646:-	-0.96	-13.52	6.53E-28	Homocysteine levels	
PAAD	cis	1	rs10454142	chr2:48646399	GTF2A1L	chr2:48844948-48960284:+	-0.43	-4.79	3.97E-6	Sex hormone-binding globulin levels	
PAAD	cis	1	rs10455158	chr6:86672825	SNHG5	chr6:86386726-86388451:-	-0.83	-11.25	8.85E-22	Response to antipsychotic treatment	
PAAD	cis	1	rs10455449	chr6:86592226	SNHG5	chr6:86386726-86388451:-	-0.87	-11.99	9.11E-24	Response to antipsychotic treatment	
PAAD	cis	1	rs10455455	chr6:86670214	SNHG5	chr6:86386726-86388451:-	-0.86	-11.92	1.38E-23	Response to antipsychotic treatment	
PAAD	cis	1	rs10455456	chr6:86670322	SNHG5	chr6:86386726-86388451:-	-0.83	-11.25	8.85E-22	Response to antipsychotic treatment	
PAAD	cis	1	rs10456362	chr6:28221816	ZSCAN23	chr6:28393287-28411279:-	-0.41	-4.15	5.59E-5	Depression	
PAAD	cis	1	rs10456622	chr6:49396453	CENPQ	chr6:49431096-49460820:+	-0.35	-4.09	6.9E-5	Folate pathway vitamin levels	
PAAD	cis	1	rs10461617	chr5:56104308	C5orf35	chr5:56205103-56213010:+	1.04	9.75	9.0E-18	Type 2 diabetes	
PAAD	cis	1	rs10462794	chr5:4488245	KIAA0947	chr5:5422807-5490337:+	-0.22	-4.27	3.42E-5	DNA methylation (variation)	
PAAD	cis	1	rs10462795	chr5:4488309	KIAA0947	chr5:5422807-5490337:+	-0.22	-4.25	3.68E-5	DNA methylation (variation)	
PAAD	cis	1	rs10463240	chr5:150256853	LOC134466	chr5:150310000-150326146:-	0.67	5.72	5.44E-8	Crohn's disease	
PAAD	cis	1	rs10463307	chr5:150254620	LOC134466	chr5:150310000-150326146:-	0.7	5.99	1.46E-8	Crohn's disease	
PAAD	cis	1	rs10463310	chr5:150260905	LOC134466	chr5:150310000-150326146:-	0.67	5.72	5.44E-8	Crohn's disease	
PAAD	cis	1	rs10465756	chr1:93029698	EVI5	chr1:92974255-93257961:-	-0.37	-4.13	5.92E-5	Cholesterol, total	
PAAD	cis	1	rs1046875	chr17:80685426	FN3KRP	chr17:80674582-80685889:+	0.44	4.25	3.74E-5	Glycated hemoglobin levels	
PAAD	cis	1	rs1046896	chr17:80685533	FN3KRP	chr17:80674582-80685889:+	0.45	4.37	2.27E-5	Glycated hemoglobin levels	
PAAD	cis	1	rs1046917	chr17:80685655	FN3KRP	chr17:80674582-80685889:+	0.44	4.25	3.74E-5	Glycated hemoglobin levels	
PAAD	cis	1	rs10470686	chr3:48449956	TREX1	chr3:48501186-48509043:+	-0.38	-5.55	1.21E-7	Longevity	
PAAD	cis	1	rs1047418	chr14:75605792	EIF2B2	chr14:75469612-75476292:+	0.37	4.16	5.28E-5	Height	
PAAD	cis	1	rs10492096	chr12:6580582	ANO2	chr12:5671817-6055398:-	0.42	4.08	7.16E-5	Hip geometry	
PAAD	cis	1	rs10494874	chr1:205754688	PM20D1	chr1:205797154-205819245:-	-0.4	-4.3	2.97E-5	Prostate-specific antigen levels	
PAAD	cis	1	rs10498958	chr6:86649705	SNHG5	chr6:86386726-86388451:-	0.87	12.12	3.99E-24	Response to antipsychotic treatment	
PAAD	cis	1	rs10500303	chr19:50512033	SIGLEC16	chr19:50472912-50479075:+	1	5.46	1.86E-7	antipsychotic drug dosage in schizophrenia or schizoaffective disorder	
PAAD	cis	1	rs10509741	chr10:101917366	CWF19L1	chr10:101992055-102027437:-	-0.51	-4.39	2.06E-5	Schizophrenia	
PAAD	cis	1	rs10509744	chr10:102271579	SEC31B	chr10:102246403-102289636:-	-0.35	-5.7	6.08E-8	Palmitoleic acid (16:1n-7) plasma levels	
PAAD	cis	1	rs10517073	chr4:25417371	ANAPC4	chr4:25378848-25420119:+	-0.32	-4.36	2.35E-5	Rheumatoid arthritis	
PAAD	cis	1	rs1052501	chr3:41925398	ULK4	chr3:41288091-42003660:-	-0.83	-7.34	1.17E-11	Diastolic blood pressure	
PAAD	cis	1	rs1054399	chr10:102312565	SEC31B	chr10:102246403-102289636:-	-0.34	-5.4	2.54E-7	Palmitoleic acid (16:1n-7) plasma levels	
PAAD	cis	1	rs10732856	chr11:116907113	PCSK7	chr11:117075789-117102811:-	-0.39	-4.17	5.06E-5	Protein quantitative trait loci	
PAAD	cis	1	rs10736426	chr1:45984353	CCDC163P	chr1:45960581-45965646:-	0.9	11.9	1.55E-23	Homocysteine levels	
PAAD	cis	1	rs10747783	chr12:58176614	FAM119B	chr12:58166383-58176323:+	0.45	5.42	2.24E-7	Multiple sclerosis	
PAAD	cis	1	rs10749860	chr1:46328210	CCDC163P	chr1:45960581-45965646:-	-0.51	-6.17	5.87E-9	Body mass index	
PAAD	cis	1	rs10750100	chr11:116917244	PCSK7	chr11:117075789-117102811:-	-0.4	-4.39	2.1E-5	Protein quantitative trait loci	
PAAD	cis	1	rs10760021	chr9:100697648	C9orf156	chr9:100666772-100684852:-	-0.34	-4.71	5.4E-6	Quantitative traits	
PAAD	cis	1	rs10760118	chr9:123641616	LOC253039	chr9:123605320-123616644:+	-0.56	-7.64	2.25E-12	Rheumatoid arthritis	
PAAD	cis	1	rs10760121	chr9:123647915	LOC253039	chr9:123605320-123616644:+	-0.57	-7.71	1.46E-12	Rheumatoid arthritis	
PAAD	cis	1	rs10760589	chr9:131906293	PPP2R4	chr9:131873244-131911223:+	0.43	4.29	3.12E-5	Blood metabolite ratios	
PAAD	cis	1	rs10761723	chr10:64955581	NRBF2	chr10:64893007-64914785:+	-0.38	-5.12	8.86E-7	Educational attainment;Liver enzyme levels (alkaline phosphatase)	
PAAD	cis	1	rs10761727	chr10:64995493	NRBF2	chr10:64893007-64914785:+	-0.38	-5.16	7.4E-7	Educational attainment;Liver enzyme levels (alkaline phosphatase)	
PAAD	cis	1	rs10761742	chr10:65085048	NRBF2	chr10:64893007-64914785:+	-0.38	-5.16	7.4E-7	Educational attainment;Liver enzyme levels (alkaline phosphatase)	
PAAD	cis	1	rs10782922	chr1:92974595	EVI5	chr1:92974255-93257961:-	-0.37	-4.13	5.92E-5	Cholesterol, total	
PAAD	cis	1	rs10783847	chr12:58196447	FAM119B	chr12:58166383-58176323:+	0.47	5.72	5.52E-8	Multiple sclerosis	
PAAD	cis	1	rs10783848	chr12:58196528	FAM119B	chr12:58166383-58176323:+	0.47	5.72	5.52E-8	Multiple sclerosis	
PAAD	cis	1	rs10786596	chr10:102282126	SEC31B	chr10:102246403-102289636:-	-0.35	-5.75	4.71E-8	Palmitoleic acid (16:1n-7) plasma levels	
PAAD	cis	1	rs10786597	chr10:102291287	SEC31B	chr10:102246403-102289636:-	-0.35	-5.76	4.54E-8	Palmitoleic acid (16:1n-7) plasma levels	
PAAD	cis	1	rs10786598	chr10:102291579	SEC31B	chr10:102246403-102289636:-	-0.35	-5.76	4.54E-8	Palmitoleic acid (16:1n-7) plasma levels	
PAAD	cis	1	rs10789475	chr1:46304177	CCDC163P	chr1:45960581-45965646:-	-0.52	-6.55	8.13E-10	Body mass index	
PAAD	cis	1	rs10789481	chr1:46383583	CCDC163P	chr1:45960581-45965646:-	-0.5	-6.03	1.17E-8	Body mass index	
PAAD	cis	1	rs10789487	chr1:46420221	CCDC163P	chr1:45960581-45965646:-	-0.5	-6.01	1.31E-8	Body mass index	
PAAD	cis	1	rs1078968	chr3:53123486	RFT1	chr3:53122503-53164470:-	-0.49	-5.69	6.25E-8	Height	
PAAD	cis	1	rs10790268	chr11:118729391	TREH	chr11:118528942-118550381:-	0.47	4.99	1.63E-6	Rheumatoid arthritis	
PAAD	cis	1	rs10804632	chr3:134294501	ANAPC13	chr3:134196547-134204865:-	0.86	11.36	4.41E-22	Height	
PAAD	cis	1	rs10805357	chr4:17652352	MED28	chr4:17616273-17629791:+	0.46	5.49	1.67E-7	Parasitemia in Tripanosoma cruzi seropositivity	
PAAD	cis	1	rs10805358	chr4:17652450	MED28	chr4:17616273-17629791:+	0.46	5.49	1.67E-7	Parasitemia in Tripanosoma cruzi seropositivity	
PAAD	cis	1	rs10805359	chr4:17684886	MED28	chr4:17616273-17629791:+	0.46	5.44	2.02E-7	Parasitemia in Tripanosoma cruzi seropositivity	
PAAD	cis	1	rs1080698	chr10:102295114	SEC31B	chr10:102246403-102289636:-	-0.36	-5.94	1.83E-8	Palmitoleic acid (16:1n-7) plasma levels	
PAAD	cis	1	rs10818480	chr9:123643170	LOC253039	chr9:123605320-123616644:+	-0.57	-7.69	1.66E-12	Rheumatoid arthritis	
PAAD	cis	1	rs10819464	chr9:131876277	PPP2R4	chr9:131873244-131911223:+	0.42	4.2	4.57E-5	Blood metabolite ratios	
PAAD	cis	1	rs10819466	chr9:131881492	PPP2R4	chr9:131873244-131911223:+	0.43	4.33	2.67E-5	Blood metabolite ratios	
PAAD	cis	1	rs10819469	chr9:131882067	PPP2R4	chr9:131873244-131911223:+	0.5	5.08	1.07E-6	Blood metabolite ratios	
PAAD	cis	1	rs10819471	chr9:131896325	PPP2R4	chr9:131873244-131911223:+	0.43	4.26	3.53E-5	Blood metabolite ratios	
PAAD	cis	1	rs10822145	chr10:64934548	NRBF2	chr10:64893007-64914785:+	-0.38	-5.16	7.39E-7	Triglycerides	
PAAD	cis	1	rs10822149	chr10:64987412	NRBF2	chr10:64893007-64914785:+	-0.38	-5.16	7.4E-7	Educational attainment;Liver enzyme levels (alkaline phosphatase)	
PAAD	cis	1	rs10822161	chr10:65118203	NRBF2	chr10:64893007-64914785:+	-0.38	-5.16	7.4E-7	Educational attainment;Liver enzyme levels (alkaline phosphatase)	
PAAD	cis	1	rs10822163	chr10:65124098	NRBF2	chr10:64893007-64914785:+	-0.38	-5.16	7.4E-7	Educational attainment;Liver enzyme levels (alkaline phosphatase)	
PAAD	cis	1	rs10824026	chr10:75421208	NUDT13	chr10:74870210-74891580:+	-0.45	-4.5	1.36E-5	Atrial fibrillation	
PAAD	cis	1	rs10849462	chr12:6575992	ANO2	chr12:5671817-6055398:-	0.43	4.27	3.45E-5	Hip geometry	
PAAD	cis	1	rs10851599	chr15:56154064	PRTG	chr15:55903748-56035177:-	0.32	4.99	1.61E-6	Keloid	
PAAD	cis	1	rs1085243	chr1:46544768	CCDC163P	chr1:45960581-45965646:-	-0.51	-6.18	5.61E-9	Body mass index	
PAAD	cis	1	rs1085244	chr1:46563680	CCDC163P	chr1:45960581-45965646:-	-0.5	-5.99	1.48E-8	Body mass index	
PAAD	cis	1	rs10853751	chr19:41903220	B3GNT8	chr19:41931265-41934635:-	-0.3	-4.69	5.94E-6	Height	
PAAD	cis	1	rs10857712	chr10:135225666	MTG1	chr10:135207621-135234173:+	0.3	4.15	5.56E-5	Systemic lupus erythematosus	
PAAD	cis	1	rs10865914	chr3:41919499	ULK4	chr3:41288091-42003660:-	-0.84	-7.48	5.46E-12	Diastolic blood pressure	
PAAD	cis	1	rs10874656	chr1:92947024	EVI5	chr1:92974255-93257961:-	-0.4	-4.24	3.8E-5	Cholesterol, total	
PAAD	cis	1	rs10877012	chr12:58162085	FAM119B	chr12:58166383-58176323:+	0.44	5.42	2.24E-7	Multiple sclerosis	
PAAD	cis	1	rs10877013	chr12:58165085	FAM119B	chr12:58166383-58176323:+	0.47	5.87	2.61E-8	Multiple sclerosis	
PAAD	cis	1	rs10877014	chr12:58167661	FAM119B	chr12:58166383-58176323:+	0.47	5.88	2.46E-8	Multiple sclerosis	
PAAD	cis	1	rs10877015	chr12:58167788	FAM119B	chr12:58166383-58176323:+	0.45	5.54	1.32E-7	Multiple sclerosis	
PAAD	cis	1	rs10877019	chr12:58172929	FAM119B	chr12:58166383-58176323:+	-0.46	-5.72	5.43E-8	Multiple sclerosis	
PAAD	cis	1	rs10883492	chr10:102206089	SEC31B	chr10:102246403-102289636:-	-0.34	-5.75	4.66E-8	Palmitoleic acid (16:1n-7) plasma levels	
PAAD	cis	1	rs10883493	chr10:102208188	SEC31B	chr10:102246403-102289636:-	-0.34	-5.75	4.66E-8	Palmitoleic acid (16:1n-7) plasma levels	
PAAD	cis	1	rs10883496	chr10:102221931	SEC31B	chr10:102246403-102289636:-	-0.34	-5.75	4.66E-8	Palmitoleic acid (16:1n-7) plasma levels	
PAAD	cis	1	rs10883497	chr10:102228519	SEC31B	chr10:102246403-102289636:-	-0.34	-5.75	4.66E-8	Palmitoleic acid (16:1n-7) plasma levels	
PAAD	cis	1	rs10883499	chr10:102232188	SEC31B	chr10:102246403-102289636:-	-0.34	-5.75	4.66E-8	Palmitoleic acid (16:1n-7) plasma levels	
PAAD	cis	1	rs10883500	chr10:102238324	SEC31B	chr10:102246403-102289636:-	-0.34	-5.7	6.05E-8	Palmitoleic acid (16:1n-7) plasma levels	
PAAD	cis	1	rs10883501	chr10:102238326	SEC31B	chr10:102246403-102289636:-	-0.34	-5.7	6.05E-8	Palmitoleic acid (16:1n-7) plasma levels	
PAAD	cis	1	rs10883502	chr10:102238343	SEC31B	chr10:102246403-102289636:-	-0.34	-5.7	6.05E-8	Palmitoleic acid (16:1n-7) plasma levels	
PAAD	cis	1	rs10883503	chr10:102275504	SEC31B	chr10:102246403-102289636:-	-0.36	-5.98	1.54E-8	Palmitoleic acid (16:1n-7) plasma levels	
PAAD	cis	1	rs10883504	chr10:102280687	SEC31B	chr10:102246403-102289636:-	-0.36	-5.94	1.83E-8	Palmitoleic acid (16:1n-7) plasma levels	
PAAD	cis	1	rs10883505	chr10:102280772	SEC31B	chr10:102246403-102289636:-	-0.35	-5.76	4.54E-8	Palmitoleic acid (16:1n-7) plasma levels	
PAAD	cis	1	rs10883506	chr10:102289743	SEC31B	chr10:102246403-102289636:-	-0.35	-5.76	4.54E-8	Palmitoleic acid (16:1n-7) plasma levels	
PAAD	cis	1	rs10883507	chr10:102291275	SEC31B	chr10:102246403-102289636:-	-0.35	-5.76	4.54E-8	Palmitoleic acid (16:1n-7) plasma levels	
PAAD	cis	1	rs10883508	chr10:102294413	SEC31B	chr10:102246403-102289636:-	-0.35	-5.76	4.54E-8	Palmitoleic acid (16:1n-7) plasma levels	
PAAD	cis	1	rs10883509	chr10:102296461	SEC31B	chr10:102246403-102289636:-	-0.36	-5.79	3.77E-8	Palmitoleic acid (16:1n-7) plasma levels	
PAAD	cis	1	rs10883510	chr10:102297018	SEC31B	chr10:102246403-102289636:-	-0.36	-5.84	3.06E-8	Palmitoleic acid (16:1n-7) plasma levels	
PAAD	cis	1	rs10883511	chr10:102299407	SEC31B	chr10:102246403-102289636:-	-0.35	-5.76	4.56E-8	Palmitoleic acid (16:1n-7) plasma levels	
PAAD	cis	1	rs10883512	chr10:102308516	SEC31B	chr10:102246403-102289636:-	-0.34	-5.46	1.9E-7	Palmitoleic acid (16:1n-7) plasma levels	
PAAD	cis	1	rs10883513	chr10:102316964	SEC31B	chr10:102246403-102289636:-	-0.36	-5.56	1.18E-7	Palmitoleic acid (16:1n-7) plasma levels	
PAAD	cis	1	rs10888527	chr1:153001363	SPRR1A	chr1:152956557-152958289:+	-0.42	-4.96	1.88E-6	Inflammatory skin disease	
PAAD	cis	1	rs10890352	chr1:46283628	CCDC163P	chr1:45960581-45965646:-	-0.53	-6.5	1.1E-9	Body mass index	
PAAD	cis	1	rs10890354	chr1:46305347	CCDC163P	chr1:45960581-45965646:-	-0.53	-6.5	1.06E-9	Body mass index	
PAAD	cis	1	rs10890361	chr1:46346234	CCDC163P	chr1:45960581-45965646:-	-0.47	-5.43	2.12E-7	Body mass index	
PAAD	cis	1	rs10890363	chr1:46356148	CCDC163P	chr1:45960581-45965646:-	0.5	6.03	1.2E-8	Body mass index	
PAAD	cis	1	rs10890383	chr1:46588503	CCDC163P	chr1:45960581-45965646:-	-0.51	-6.04	1.15E-8	Body mass index	
PAAD	cis	1	rs10896043	chr11:65543827	SNX32	chr11:65601410-65621170:+	-0.66	-5.64	7.99E-8	Systemic lupus erythematosus	
PAAD	cis	1	rs10901513	chr10:127699936	UROS	chr10:127477148-127511837:-	-0.34	-4.2	4.54E-5	Visceral fat	
PAAD	cis	1	rs10901514	chr10:127700066	UROS	chr10:127477148-127511837:-	-0.34	-4.2	4.54E-5	Visceral fat	
PAAD	cis	1	rs10934800	chr3:126795751	CHST13	chr3:126243176-126262133:+	0.43	4.09	6.88E-5	Amyotrophic lateral sclerosis (sporadic)	
PAAD	cis	1	rs10935120	chr3:134233092	ANAPC13	chr3:134196547-134204865:-	-0.87	-11.86	2.04E-23	Height	
PAAD	cis	1	rs10939738	chr4:17604295	MED28	chr4:17616273-17629791:+	0.39	4.48	1.48E-5	Parasitemia in Tripanosoma cruzi seropositivity	
PAAD	cis	1	rs10939740	chr4:17617490	MED28	chr4:17616273-17629791:+	0.47	5.66	7.15E-8	Parasitemia in Tripanosoma cruzi seropositivity	
PAAD	cis	1	rs10939742	chr4:17659936	MED28	chr4:17616273-17629791:+	0.46	5.5	1.59E-7	Parasitemia in Tripanosoma cruzi seropositivity	
PAAD	cis	1	rs10939743	chr4:17662731	MED28	chr4:17616273-17629791:+	0.45	5.28	4.35E-7	Parasitemia in Tripanosoma cruzi seropositivity	
