cancer.type	eQTL.type	tagSNP	LD	SNP.ID	SNP.position.hg19	Gene.symbol	Gene.position.hg19	Beta	t-stat	P-value	GWAS-Traits	
GBM	cis	1	rs10416265	chr19:33605300	RHPN2	chr19:33469499-33555824:-	-0.41	-4.44	1.98E-5	Bone properties (heel)	
GBM	cis	1	rs10423531	chr19:33600140	GPATCH1	chr19:33571786-33621318:+	0.4	4.5	1.54E-5	Bone properties (heel)	
GBM	cis	1	rs10423531	chr19:33600140	RHPN2	chr19:33469499-33555824:-	-0.38	-4.24	4.27E-5	Bone properties (heel)	
GBM	cis	1	rs1042658	chr17:38173902	GSDMA	chr17:38119226-38134019:+	-0.76	-8.43	6.86E-14	Neutrophil count;White blood cell count;C-reactive protein and white blood cell count	
GBM	cis	1	rs10431505	chr12:58178589	FAM119B	chr12:58166383-58176323:+	0.51	4.26	3.94E-5	Multiple sclerosis	
GBM	cis	1	rs10437345	chr10:65202946	NRBF2	chr10:64893007-64914785:+	-0.53	-5.08	1.35E-6	Arthritis (juvenile idiopathic)	
GBM	cis	1	rs10445300	chr17:2114587	SRR	chr17:2207248-2228553:+	-0.4	-5.31	4.78E-7	Esophageal cancer (squamous cell)	
GBM	cis	1	rs1044717	chr1:45976587	CCDC163P	chr1:45960581-45965646:-	-0.45	-5.56	1.52E-7	Homocysteine levels	
GBM	cis	1	rs10454142	chr2:48646399	GTF2A1L	chr2:48844948-48960284:+	-0.6	-5.01	1.76E-6	Sex hormone-binding globulin levels	
GBM	cis	1	rs10455158	chr6:86672825	SNHG5	chr6:86386726-86388451:-	-0.66	-8.47	5.53E-14	Response to antipsychotic treatment	
GBM	cis	1	rs1045531	chr8:143763547	PSCA	chr8:143761875-143764142:+	0.56	5	1.89E-6	Gastric adenocarcinoma (histologically verified);Non-cardia gastric cancer;Gastric cancer;Duodenal ulcer;Bladder cancer	
GBM	cis	1	rs10455449	chr6:86592226	SNHG5	chr6:86386726-86388451:-	-0.69	-8.19	2.53E-13	Response to antipsychotic treatment	
GBM	cis	1	rs10455455	chr6:86670214	SNHG5	chr6:86386726-86388451:-	-0.66	-8.55	3.5E-14	Response to antipsychotic treatment	
GBM	cis	1	rs10455456	chr6:86670322	SNHG5	chr6:86386726-86388451:-	-0.66	-8.52	4.18E-14	Response to antipsychotic treatment	
GBM	cis	1	rs1045547	chr8:143763757	PSCA	chr8:143761875-143764142:+	0.56	5	1.89E-6	Gastric adenocarcinoma (histologically verified);Non-cardia gastric cancer;Gastric cancer;Duodenal ulcer;Bladder cancer	
GBM	cis	1	rs1045574	chr8:143763958	PSCA	chr8:143761875-143764142:+	0.55	5.06	1.43E-6	Gastric adenocarcinoma (histologically verified);Non-cardia gastric cancer;Gastric cancer;Duodenal ulcer;Bladder cancer	
GBM	cis	1	rs1045605	chr8:143764101	PSCA	chr8:143761875-143764142:+	0.56	5.01	1.83E-6	Gastric adenocarcinoma (histologically verified);Non-cardia gastric cancer;Gastric cancer;Duodenal ulcer;Bladder cancer	
GBM	cis	1	rs1046073	chr20:25281333	FAM182A	chr20:26035250-26067552:+	-0.68	-6.74	5.1E-10	Liver enzyme levels (alkaline phosphatase)	
GBM	cis	1	rs10461617	chr5:56104308	C5orf35	chr5:56205103-56213010:+	0.92	9.97	1.28E-17	Type 2 diabetes	
GBM	cis	1	rs10465756	chr1:93029698	EVI5	chr1:92974255-93257961:-	-0.55	-5.09	1.28E-6	Cholesterol, total	
GBM	cis	1	rs10470686	chr3:48449956	TREX1	chr3:48501186-48509043:+	-0.41	-5.48	2.25E-7	Longevity	
GBM	cis	1	rs1047171	chr20:25428786	FAM182A	chr20:26035250-26067552:+	-0.65	-6.48	1.84E-9	Liver enzyme levels (alkaline phosphatase)	
GBM	cis	1	rs10494874	chr1:205754688	PM20D1	chr1:205797154-205819245:-	-0.52	-4.32	3.15E-5	Prostate-specific antigen levels	
GBM	cis	1	rs10498958	chr6:86649705	SNHG5	chr6:86386726-86388451:-	0.68	8.9	5.08E-15	Response to antipsychotic treatment	
GBM	cis	1	rs10508206	chr10:1075777	IDI2	chr10:1064847-1071799:-	-0.56	-5.22	7.2E-7	Response to angiotensin II receptor blocker therapy	
GBM	cis	1	rs1052501	chr3:41925398	ULK4	chr3:41288091-42003660:-	-0.71	-8.35	1.04E-13	Diastolic blood pressure	
GBM	cis	1	rs10733790	chr10:65100334	NRBF2	chr10:64893007-64914785:+	-0.61	-5.19	8.3E-7	Arthritis (juvenile idiopathic)	
GBM	cis	1	rs10734259	chr11:18314865	GTF2H1	chr11:18343816-18388590:+	0.49	5.57	1.5E-7	Pancreatic cancer	
GBM	cis	1	rs10736426	chr1:45984353	CCDC163P	chr1:45960581-45965646:-	0.41	5.2	7.71E-7	Homocysteine levels	
GBM	cis	1	rs10739388	chr9:115977175	CDC26	chr9:116029290-116037869:-	-0.54	-5.45	2.54E-7	Hematology traits	
GBM	cis	1	rs10740117	chr10:65098277	ADO	chr10:64564516-64568238:+	-0.49	-4.3	3.39E-5	Arthritis (juvenile idiopathic)	
GBM	cis	1	rs10740117	chr10:65098277	NRBF2	chr10:64893007-64914785:+	-0.66	-5.79	5.37E-8	Arthritis (juvenile idiopathic)	
GBM	cis	1	rs10741741	chr11:18342081	GTF2H1	chr11:18343816-18388590:+	-0.43	-4.86	3.44E-6	Pancreatic cancer	
GBM	cis	1	rs10741742	chr11:18342160	GTF2H1	chr11:18343816-18388590:+	0.48	5.31	4.84E-7	Pancreatic cancer	
GBM	cis	1	rs10747783	chr12:58176614	FAM119B	chr12:58166383-58176323:+	0.57	4.61	9.63E-6	Multiple sclerosis	
GBM	cis	1	rs10754323	chr1:89119492	CCBL2	chr1:89401456-89458643:-	0.4	4.24	4.24E-5	Height	
GBM	cis	1	rs10759636	chr9:116018777	CDC26	chr9:116029290-116037869:-	-0.52	-5.3	5.1E-7	Hematology traits	
GBM	cis	1	rs10760118	chr9:123641616	LOC253039	chr9:123605320-123616644:+	-0.65	-5.9	3.19E-8	Rheumatoid arthritis	
GBM	cis	1	rs10760121	chr9:123647915	LOC253039	chr9:123605320-123616644:+	-0.64	-5.65	1.03E-7	Rheumatoid arthritis	
GBM	cis	1	rs10761745	chr10:65101071	NRBF2	chr10:64893007-64914785:+	-0.52	-4.88	3.21E-6	Arthritis (juvenile idiopathic)	
GBM	cis	1	rs1077889	chr20:25267893	FAM182A	chr20:26035250-26067552:+	-0.68	-6.74	5.1E-10	Liver enzyme levels (alkaline phosphatase)	
GBM	cis	1	rs10782922	chr1:92974595	EVI5	chr1:92974255-93257961:-	-0.54	-4.93	2.58E-6	Cholesterol, total	
GBM	cis	1	rs10783847	chr12:58196447	FAM119B	chr12:58166383-58176323:+	0.51	4.26	3.94E-5	Multiple sclerosis	
GBM	cis	1	rs10783848	chr12:58196528	FAM119B	chr12:58166383-58176323:+	0.51	4.26	3.94E-5	Multiple sclerosis	
GBM	cis	1	rs10784534	chr12:66829726	CAND1	chr12:67663061-67708388:+	-0.42	-4.32	3.12E-5	Suicidal ideation in depression or bipolar disorder	
GBM	cis	1	rs10818480	chr9:123643170	LOC253039	chr9:123605320-123616644:+	-0.63	-5.68	8.96E-8	Rheumatoid arthritis	
GBM	cis	1	rs10832921	chr11:18380835	GTF2H1	chr11:18343816-18388590:+	0.49	5.47	2.32E-7	Pancreatic cancer	
GBM	cis	1	rs10849605	chr12:1064438	RAD52	chr12:1021255-1099219:-	-0.34	-4.27	3.75E-5	Lung cancer	
GBM	cis	1	rs10863512	chr1:220075215	BPNT1	chr1:220230826-220263191:-	0.37	4.19	5.22E-5	Urinary electrolytes (magnesium/calcium ratio)	
GBM	cis	1	rs10865914	chr3:41919499	ULK4	chr3:41288091-42003660:-	-0.76	-8.97	3.53E-15	Diastolic blood pressure	
GBM	cis	1	rs10872275	chr6:124236735	NKAIN2	chr6:124125069-125146784:+	0.3	4.22	4.65E-5	Gut microbiome composition (summer)	
GBM	cis	1	rs10874122	chr1:75235866	CRYZ	chr1:75171175-75199092:-	-0.53	-7.16	5.98E-11	Resistin levels	
GBM	cis	1	rs10874656	chr1:92947024	EVI5	chr1:92974255-93257961:-	-0.55	-4.95	2.3E-6	Cholesterol, total	
GBM	cis	1	rs10883500	chr10:102238324	TLX1	chr10:102891061-102897545:+	0.43	4.18	5.48E-5	Palmitoleic acid (16:1n-7) plasma levels	
GBM	cis	1	rs10883501	chr10:102238326	TLX1	chr10:102891061-102897545:+	0.43	4.18	5.48E-5	Palmitoleic acid (16:1n-7) plasma levels	
GBM	cis	1	rs10883502	chr10:102238343	TLX1	chr10:102891061-102897545:+	0.43	4.18	5.48E-5	Palmitoleic acid (16:1n-7) plasma levels	
GBM	cis	1	rs10944161	chr6:86630376	SNHG5	chr6:86386726-86388451:-	-0.66	-8.5	4.71E-14	Response to antipsychotic treatment	
GBM	cis	1	rs10944163	chr6:86658693	SNHG5	chr6:86386726-86388451:-	-0.65	-8.18	2.66E-13	Response to antipsychotic treatment	
GBM	cis	1	rs10944169	chr6:86683036	SNHG5	chr6:86386726-86388451:-	-0.67	-8.58	2.92E-14	Response to antipsychotic treatment	
GBM	cis	1	rs10944170	chr6:86685469	SNHG5	chr6:86386726-86388451:-	-0.66	-8.52	4.18E-14	Response to antipsychotic treatment	
GBM	cis	1	rs10966	chr20:25282944	FAM182A	chr20:26035250-26067552:+	-0.66	-6.56	1.26E-9	Liver enzyme levels (alkaline phosphatase)	
GBM	cis	1	rs10995506	chr10:65094466	ADO	chr10:64564516-64568238:+	-0.49	-4.3	3.39E-5	Arthritis (juvenile idiopathic)	
GBM	cis	1	rs10995506	chr10:65094466	NRBF2	chr10:64893007-64914785:+	-0.66	-5.79	5.37E-8	Arthritis (juvenile idiopathic)	
GBM	cis	1	rs10995543	chr10:65239547	JMJD1C	chr10:64926990-65225722:-	0.41	4.19	5.12E-5	Arthritis (juvenile idiopathic)	
GBM	cis	1	rs10995543	chr10:65239547	NRBF2	chr10:64893007-64914785:+	0.61	5.64	1.08E-7	Arthritis (juvenile idiopathic)	
GBM	cis	1	rs11020847	chr11:94323912	MRE11A	chr11:94150469-94227040:-	0.41	4.31	3.21E-5	Attention deficit hyperactivity disorder symptoms (interaction)	
GBM	cis	1	rs1106287	chr1:113242122	ST7L	chr1:113066142-113162405:-	0.6	4.67	7.56E-6	Diastolic blood pressure;Blood pressure	
GBM	cis	1	rs11079508	chr17:61750066	FTSJ3	chr17:61896795-61905031:-	0.45	4.95	2.3E-6	Body mass index	
GBM	cis	1	rs11079509	chr17:61762148	FTSJ3	chr17:61896795-61905031:-	0.43	4.75	5.43E-6	Body mass index	
GBM	cis	1	rs11079511	chr17:61858537	FTSJ3	chr17:61896795-61905031:-	0.47	5.12	1.11E-6	Body mass index	
GBM	cis	1	rs1108431	chr16:31054607	MYST1	chr16:31128985-31142713:+	0.41	4.56	1.18E-5	Response to metformin (IC50)	
GBM	cis	1	rs11087520	chr20:25436827	FAM182A	chr20:26035250-26067552:+	-0.67	-6.76	4.59E-10	Liver enzyme levels (alkaline phosphatase)	
GBM	cis	1	rs11087521	chr20:25440648	FAM182A	chr20:26035250-26067552:+	-0.67	-6.67	7.35E-10	Liver enzyme levels (alkaline phosphatase)	
GBM	cis	1	rs1109227	chr3:48479207	TREX1	chr3:48501186-48509043:+	-0.41	-5.55	1.64E-7	Longevity	
GBM	cis	1	rs1110042	chr1:113236534	ST7L	chr1:113066142-113162405:-	0.59	4.56	1.19E-5	Diastolic blood pressure;Blood pressure	
GBM	cis	1	rs11100	chr20:25281184	FAM182A	chr20:26035250-26067552:+	-0.68	-6.74	5.1E-10	Liver enzyme levels (alkaline phosphatase)	
GBM	cis	1	rs11123170	chr2:113978940	LOC654433	chr2:113993107-114024579:+	-0.67	-6.53	1.48E-9	Renal function-related traits (BUN)	
GBM	cis	1	rs11123170	chr2:113978940	PAX8	chr2:113973575-114036498:-	-0.58	-5.7	7.88E-8	Renal function-related traits (BUN)	
GBM	cis	1	rs11130170	chr3:48449897	TREX1	chr3:48501186-48509043:+	-0.41	-5.49	2.12E-7	Longevity	
GBM	cis	1	rs11130171	chr3:48462461	TREX1	chr3:48501186-48509043:+	-0.44	-5.84	4.1E-8	Longevity	
GBM	cis	1	rs11130213	chr3:49712297	LAMB2L	chr3:49190293-49191834:-	0.48	4.52	1.38E-5	Crohn's disease;Ulcerative colitis	
GBM	cis	1	rs11130214	chr3:49735746	RBM6	chr3:49977592-50137484:+	0.35	5.18	8.63E-7	Resting heart rate	
GBM	cis	1	rs11130216	chr3:49736172	RBM6	chr3:49977592-50137484:+	-0.36	-5.09	1.29E-6	Resting heart rate	
GBM	cis	1	rs111315781	chr2:201738724	CFLAR	chr2:201980816-202029001:+	-0.51	-4.33	3.0E-5	Triptolide cytotoxicity	
GBM	cis	1	rs111315781	chr2:201738724	PPIL3	chr2:201735680-201753999:-	-0.78	-7.21	4.55E-11	Triptolide cytotoxicity	
GBM	cis	1	rs11132254	chr4:185611592	MLF1IP	chr4:185615220-185655286:-	-0.37	-5.63	1.1E-7	Kawasaki disease	
GBM	cis	1	rs11154197	chr6:124240102	NKAIN2	chr6:124125069-125146784:+	-0.3	-4.43	2.03E-5	Gut microbiome composition (summer)	
GBM	cis	1	rs11159067	chr14:74637444	LIN52	chr14:74551656-74667117:+	0.43	5.73	6.84E-8	Common traits (Other)	
GBM	cis	1	rs111596617	chr6:26191678	HIST1H3E	chr6:26224427-26226589:+	0.85	5.67	9.22E-8	Renal underexcretion gout;Gout	
GBM	cis	1	rs11164654	chr1:92968312	EVI5	chr1:92974255-93257961:-	-0.55	-4.95	2.3E-6	Cholesterol, total;LDL cholesterol	
GBM	cis	1	rs11172335	chr12:58175201	FAM119B	chr12:58166383-58176323:+	0.56	4.39	2.34E-5	Multiple sclerosis	
GBM	cis	1	rs11172342	chr12:58187758	FAM119B	chr12:58166383-58176323:+	0.57	4.51	1.48E-5	Multiple sclerosis	
GBM	cis	1	rs11172343	chr12:58188157	FAM119B	chr12:58166383-58176323:+	0.57	4.51	1.48E-5	Multiple sclerosis	
GBM	cis	1	rs11172344	chr12:58193448	FAM119B	chr12:58166383-58176323:+	0.51	4.26	3.94E-5	Multiple sclerosis	
GBM	cis	1	rs11172349	chr12:58212528	FAM119B	chr12:58166383-58176323:+	0.6	4.72	6.24E-6	Multiple sclerosis	
GBM	cis	1	rs11172351	chr12:58213485	FAM119B	chr12:58166383-58176323:+	0.6	4.74	5.69E-6	Multiple sclerosis	
GBM	cis	1	rs11190570	chr10:102227702	TLX1	chr10:102891061-102897545:+	0.44	4.23	4.43E-5	Palmitoleic acid (16:1n-7) plasma levels	
GBM	cis	1	rs11190578	chr10:102238953	TLX1	chr10:102891061-102897545:+	0.45	4.19	5.18E-5	Palmitoleic acid (16:1n-7) plasma levels	
GBM	cis	1	rs11211132	chr1:45990516	CCDC163P	chr1:45960581-45965646:-	-0.43	-5.48	2.27E-7	Homocysteine levels	
GBM	cis	1	rs112143304	chr17:61822401	FTSJ3	chr17:61896795-61905031:-	0.45	4.94	2.41E-6	Body mass index	
GBM	cis	1	rs1125203	chr3:41760895	ULK4	chr3:41288091-42003660:-	0.79	8.39	8.44E-14	Diastolic blood pressure	
GBM	cis	1	rs112723723	chr15:79031139	ADAMTS7	chr15:79051546-79103773:-	0.34	4.32	3.09E-5	Coronary artery disease or large artery stroke	
GBM	cis	1	rs112751982	chr6:26191958	HIST1H3E	chr6:26224427-26226589:+	0.85	5.67	9.22E-8	Renal underexcretion gout;Gout	
GBM	cis	1	rs112953061	chr7:106718508	COG5	chr7:106842189-107204959:-	-0.6	-4.25	4.07E-5	Bladder cancer (smoking interaction)	
GBM	cis	1	rs1131095	chr3:49714225	LAMB2L	chr3:49190293-49191834:-	0.48	4.52	1.38E-5	Crohn's disease;Ulcerative colitis	
GBM	cis	1	rs113134232	chr17:61715461	FTSJ3	chr17:61896795-61905031:-	0.44	4.78	4.82E-6	Body mass index	
GBM	cis	1	rs113333037	chr17:2200106	SRR	chr17:2207248-2228553:+	-0.36	-4.82	4.08E-6	Esophageal cancer (squamous cell)	
GBM	cis	1	rs113638727	chr15:40706101	C15orf23	chr15:40674922-40686488:+	0.65	4.78	4.81E-6	Heschl's gyrus morphology	
GBM	cis	1	rs1140047	chr11:18327684	GTF2H1	chr11:18343816-18388590:+	0.49	5.57	1.5E-7	Pancreatic cancer	
GBM	cis	1	rs114960066	chr3:41882323	ULK4	chr3:41288091-42003660:-	0.74	8.75	1.16E-14	Diastolic blood pressure	
GBM	cis	1	rs11542436	chr17:61778689	FTSJ3	chr17:61896795-61905031:-	0.43	4.73	5.99E-6	Body mass index	
GBM	cis	1	rs11557072	chr15:40713374	C15orf23	chr15:40674922-40686488:+	0.65	4.78	4.81E-6	Heschl's gyrus morphology	
GBM	cis	1	rs11628710	chr14:74649280	LIN52	chr14:74551656-74667117:+	0.33	4.52	1.39E-5	Common traits (Other)	
GBM	cis	1	rs11632672	chr15:79044330	ADAMTS7	chr15:79051546-79103773:-	0.33	4.25	4.11E-5	Coronary artery disease or large artery stroke	
GBM	cis	1	rs11651264	chr17:79576394	TSPAN10	chr17:79609349-79615778:+	-0.68	-8.34	1.13E-13	Eye color traits	
GBM	cis	1	rs11652797	chr17:79574124	TSPAN10	chr17:79609349-79615778:+	0.68	8.34	1.13E-13	Eye color traits	
GBM	cis	1	rs11654335	chr17:61797579	FTSJ3	chr17:61896795-61905031:-	0.46	5.11	1.19E-6	Body mass index	
GBM	cis	1	rs11657081	chr17:61792339	FTSJ3	chr17:61896795-61905031:-	0.45	5.05	1.53E-6	Body mass index	
GBM	cis	1	rs11657120	chr17:61857218	FTSJ3	chr17:61896795-61905031:-	0.46	5.17	8.9E-7	Body mass index	
GBM	cis	1	rs11657306	chr17:61704822	FTSJ3	chr17:61896795-61905031:-	0.43	4.75	5.54E-6	Body mass index	
GBM	cis	1	rs11657371	chr17:46843873	SNX11	chr17:46184911-46200105:+	0.34	4.33	3.0E-5	Schizophrenia or bipolar disorder	
GBM	cis	1	rs11658175	chr17:61923838	FTSJ3	chr17:61896795-61905031:-	0.48	5.51	1.97E-7	Body mass index	
GBM	cis	1	rs11658329	chr17:61763031	FTSJ3	chr17:61896795-61905031:-	-0.42	-4.68	7.28E-6	Body mass index	
GBM	cis	1	rs11658740	chr17:61751069	FTSJ3	chr17:61896795-61905031:-	0.44	4.88	3.09E-6	Body mass index	
GBM	cis	1	rs1167827	chr7:75163169	PMS2L3	chr7:75137070-75157418:-	-0.68	-8.86	6.36E-15	Body mass index	
GBM	cis	1	rs116867513	chr19:22166026	ZNF257	chr19:22235266-22273901:+	0.67	4.41	2.21E-5	Body mass index (change over time)	
GBM	cis	1	rs11709525	chr3:49690496	LAMB2L	chr3:49190293-49191834:-	0.54	5.12	1.1E-6	Crohn's disease;Ulcerative colitis	
GBM	cis	1	rs11710675	chr3:49751900	RBM6	chr3:49977592-50137484:+	-0.36	-5.08	1.34E-6	Resting heart rate	
GBM	cis	1	rs11710675	chr3:49751900	WDR6	chr3:49044637-49053386:+	-0.3	-4.23	4.49E-5	Resting heart rate	
GBM	cis	1	rs11712561	chr3:48435272	TREX1	chr3:48501186-48509043:+	-0.4	-5.35	3.94E-7	Longevity	
GBM	cis	1	rs11717256	chr3:49868520	RBM6	chr3:49977592-50137484:+	-0.36	-5.1	1.23E-6	Resting heart rate	
GBM	cis	1	rs11717256	chr3:49868520	WDR6	chr3:49044637-49053386:+	-0.33	-4.52	1.42E-5	Resting heart rate	
GBM	cis	1	rs11718165	chr3:49696797	LAMB2L	chr3:49190293-49191834:-	0.49	4.39	2.37E-5	Crohn's disease;Ulcerative colitis	
GBM	cis	1	rs11733284	chr4:48028097	CNGA1	chr4:47937996-48018610:-	0.62	6.08	1.36E-8	Renal underexcretion gout;Gout	
GBM	cis	1	rs11737481	chr4:159621250	ETFDH	chr4:159593277-159629839:+	0.45	4.22	4.56E-5	Blood metabolite levels;Metabolite levels;Metabolic traits;Acylcarnitine levels	
GBM	cis	1	rs11739344	chr5:56111087	C5orf35	chr5:56205103-56213010:+	0.93	10.19	3.81E-18	Type 2 diabetes	
GBM	cis	1	rs11753083	chr6:33761111	LEMD2	chr6:33738991-33756906:-	0.41	4.92	2.66E-6	Body mass index	
GBM	cis	1	rs11754690	chr6:33744157	LEMD2	chr6:33738991-33756906:-	0.41	4.94	2.46E-6	Body mass index	
GBM	cis	1	rs11754744	chr6:26202605	HIST1H3E	chr6:26224427-26226589:+	0.87	5.74	6.68E-8	Renal underexcretion gout;Gout	
GBM	cis	1	rs11755210	chr6:26202768	HIST1H3E	chr6:26224427-26226589:+	0.87	5.74	6.68E-8	Renal underexcretion gout;Gout	
GBM	cis	1	rs11755593	chr6:33740325	LEMD2	chr6:33738991-33756906:-	0.41	4.81	4.31E-6	Body mass index	
GBM	cis	1	rs11758351	chr6:26203910	HIST1H3E	chr6:26224427-26226589:+	0.84	5.53	1.8E-7	Renal underexcretion gout;Gout	
GBM	cis	1	rs11758849	chr6:86708262	SNHG5	chr6:86386726-86388451:-	-0.66	-8.21	2.28E-13	Response to antipsychotic treatment	
GBM	cis	1	rs11759855	chr6:86610841	SNHG5	chr6:86386726-86388451:-	-0.66	-8.57	3.18E-14	Response to antipsychotic treatment	
GBM	cis	1	rs11763147	chr7:65326821	ZNF117	chr7:64434830-64467121:-	-0.34	-4.42	2.08E-5	Corneal structure	
GBM	cis	1	rs117638181	chr19:22163014	ZNF257	chr19:22235266-22273901:+	0.64	4.23	4.45E-5	Body mass index (change over time)	
GBM	cis	1	rs117907570	chr6:86601283	SNHG5	chr6:86386726-86388451:-	-0.67	-8.28	1.53E-13	Response to antipsychotic treatment	
GBM	cis	1	rs11814792	chr10:64917559	NRBF2	chr10:64893007-64914785:+	0.58	4.91	2.74E-6	Arthritis (juvenile idiopathic)	
GBM	cis	1	rs11817689	chr10:64924217	NRBF2	chr10:64893007-64914785:+	-0.5	-4.73	5.94E-6	Arthritis (juvenile idiopathic)	
GBM	cis	1	rs11818194	chr10:65180452	NRBF2	chr10:64893007-64914785:+	0.53	4.84	3.77E-6	Arthritis (juvenile idiopathic)	
GBM	cis	1	rs11856184	chr15:43919162	ADAL	chr15:43622872-43646094:+	-0.71	-4.8	4.37E-6	Tumor biomarkers	
GBM	cis	1	rs11858714	chr15:40717447	C15orf23	chr15:40674922-40686488:+	0.75	5.43	2.84E-7	Heschl's gyrus morphology	
GBM	cis	1	rs11862744	chr16:31057800	MYST1	chr16:31128985-31142713:+	0.38	4.47	1.71E-5	Response to metformin (IC50)	
GBM	cis	1	rs11868085	chr17:46847575	SNX11	chr17:46184911-46200105:+	0.33	4.29	3.59E-5	Schizophrenia or bipolar disorder	
GBM	cis	1	rs11870797	chr17:61804622	FTSJ3	chr17:61896795-61905031:-	0.46	5.11	1.19E-6	Body mass index	
GBM	cis	1	rs11871767	chr17:61698723	FTSJ3	chr17:61896795-61905031:-	0.43	4.74	5.78E-6	Body mass index	
GBM	cis	1	rs11881224	chr19:22220340	ZNF257	chr19:22235266-22273901:+	0.67	4.72	6.11E-6	Body mass index (change over time)	
GBM	cis	1	rs11882144	chr19:42072602	CEACAM21	chr19:42055886-42093196:+	0.64	6.1	1.21E-8	Schizophrenia	
GBM	cis	1	rs11882234	chr19:22145727	ZNF257	chr19:22235266-22273901:+	0.68	4.73	5.99E-6	Body mass index (change over time)	
