cancer.type	eQTL.type	tagSNP	LD	SNP.ID	SNP.position.hg19	Gene.symbol	Gene.position.hg19	Beta	t-stat	P-value	GWAS-Traits	
READ	cis	1	rs10461617	chr5:56104308	C5orf35	chr5:56205103-56213010:+	0.97	7.35	3.12E-10	Type 2 diabetes	
READ	cis	1	rs1046875	chr17:80685426	FN3KRP	chr17:80674582-80685889:+	0.67	5.95	1.01E-7	Glycated hemoglobin levels	
READ	cis	1	rs1046896	chr17:80685533	FN3KRP	chr17:80674582-80685889:+	0.71	6.2	3.62E-8	Glycated hemoglobin levels	
READ	cis	1	rs1046917	chr17:80685655	FN3KRP	chr17:80674582-80685889:+	0.68	5.82	1.68E-7	Glycated hemoglobin levels	
READ	cis	1	rs10494142	chr1:112415583	C1orf183	chr1:112268370-112298419:-	-0.98	-5.08	3.12E-6	Gut microbiota (bacterial taxa)	
READ	cis	1	rs10498958	chr6:86649705	SNHG5	chr6:86386726-86388451:-	0.74	5.09	2.97E-6	Response to antipsychotic treatment	
READ	cis	1	rs10500303	chr19:50512033	SIGLEC16	chr19:50472912-50479075:+	1.05	4.63	1.64E-5	antipsychotic drug dosage in schizophrenia or schizoaffective disorder	
READ	cis	1	rs1052501	chr3:41925398	ULK4	chr3:41288091-42003660:-	-0.77	-4.85	7.27E-6	Diastolic blood pressure	
READ	cis	1	rs1065201	chr22:39069510	CBY1	chr22:39052658-39069853:+	0.48	4.74	1.13E-5	Resting heart rate	
READ	cis	1	rs10736426	chr1:45984353	CCDC163P	chr1:45960581-45965646:-	0.84	6.15	4.37E-8	Homocysteine levels	
READ	cis	1	rs10754323	chr1:89119492	CCBL2	chr1:89401456-89458643:-	0.59	5.19	2.02E-6	Height	
READ	cis	1	rs10865914	chr3:41919499	ULK4	chr3:41288091-42003660:-	-0.77	-4.85	7.27E-6	Diastolic blood pressure	
READ	cis	1	rs10901520	chr10:127718837	UROS	chr10:127477148-127511837:-	-0.57	-4.71	1.26E-5	Visceral fat	
READ	cis	1	rs10944161	chr6:86630376	SNHG5	chr6:86386726-86388451:-	-0.7	-4.9	6.13E-6	Response to antipsychotic treatment	
READ	cis	1	rs10944163	chr6:86658693	SNHG5	chr6:86386726-86388451:-	-0.71	-4.85	7.44E-6	Response to antipsychotic treatment	
READ	cis	1	rs10944169	chr6:86683036	SNHG5	chr6:86386726-86388451:-	-0.68	-4.55	2.24E-5	Response to antipsychotic treatment	
READ	cis	1	rs10944170	chr6:86685469	SNHG5	chr6:86386726-86388451:-	-0.7	-4.9	6.13E-6	Response to antipsychotic treatment	
READ	cis	1	rs11123170	chr2:113978940	LOC654433	chr2:113993107-114024579:+	-0.81	-6.86	2.35E-9	Renal function-related traits (BUN)	
READ	cis	1	rs11123170	chr2:113978940	PAX8	chr2:113973575-114036498:-	-0.71	-6.33	2.09E-8	Renal function-related traits (BUN)	
READ	cis	1	rs111315781	chr2:201738724	PPIL3	chr2:201735680-201753999:-	-0.9	-5.04	3.6E-6	Triptolide cytotoxicity	
READ	cis	1	rs111902838	chr19:50496614	SIGLEC16	chr19:50472912-50479075:+	1.04	4.59	1.91E-5	antipsychotic drug dosage in schizophrenia or schizoaffective disorder	
READ	cis	1	rs11211132	chr1:45990516	CCDC163P	chr1:45960581-45965646:-	-0.85	-6.31	2.35E-8	Homocysteine levels	
READ	cis	1	rs1125203	chr3:41760895	ULK4	chr3:41288091-42003660:-	0.77	4.9	6.08E-6	Diastolic blood pressure	
READ	cis	1	rs1138273	chr3:134261437	ANAPC13	chr3:134196547-134204865:-	0.49	4.6	1.87E-5	Height	
READ	cis	1	rs114960066	chr3:41882323	ULK4	chr3:41288091-42003660:-	0.77	4.85	7.27E-6	Diastolic blood pressure	
READ	cis	1	rs114976176	chr2:264621	SH3YL1	chr2:218138-264810:-	-0.61	-5.9	1.2E-7	Spherical equivalent (joint main effects and education interaction)	
READ	cis	1	rs11553746	chr2:272203	SH3YL1	chr2:218138-264810:-	-0.62	-5.96	9.78E-8	Spherical equivalent (joint main effects and education interaction)	
READ	cis	1	rs115965884	chr22:24594662	SUSD2	chr22:24577444-24585074:+	0.8	4.71	1.23E-5	Amyotrophic lateral sclerosis	
READ	cis	1	rs116418977	chr6:25365888	BTN3A2	chr6:26365398-26378546:+	-1.17	-4.9	6.15E-6	Schizophrenia	
READ	cis	1	rs11651264	chr17:79576394	TSPAN10	chr17:79609349-79615778:+	-0.47	-4.85	7.4E-6	Eye color traits	
READ	cis	1	rs11652797	chr17:79574124	TSPAN10	chr17:79609349-79615778:+	0.47	5.13	2.51E-6	Eye color traits	
READ	cis	1	rs11701117	chr21:40292512	ETS2	chr21:40177231-40196876:+	0.7	4.99	4.33E-6	Body mass index;Crohn's disease	
READ	cis	1	rs11704021	chr22:39074716	CBY1	chr22:39052658-39069853:+	0.48	4.74	1.13E-5	Resting heart rate	
READ	cis	1	rs11706117	chr3:134212526	ANAPC13	chr3:134196547-134204865:-	0.54	5.04	3.65E-6	Height	
READ	cis	1	rs11708531	chr3:134224902	ANAPC13	chr3:134196547-134204865:-	0.52	4.79	9.05E-6	Height	
READ	cis	1	rs11739344	chr5:56111087	C5orf35	chr5:56205103-56213010:+	0.93	6.76	3.59E-9	Type 2 diabetes	
READ	cis	1	rs11758849	chr6:86708262	SNHG5	chr6:86386726-86388451:-	-0.73	-4.8	8.91E-6	Response to antipsychotic treatment	
READ	cis	1	rs11759855	chr6:86610841	SNHG5	chr6:86386726-86388451:-	-0.7	-4.9	6.13E-6	Response to antipsychotic treatment	
READ	cis	1	rs11782652	chr8:82653644	CHMP4C	chr8:82644688-82671746:+	-1.06	-5.89	1.27E-7	Epithelial ovarian cancer;Ovarian cancer	
READ	cis	1	rs117907570	chr6:86601283	SNHG5	chr6:86386726-86388451:-	-0.71	-4.99	4.37E-6	Response to antipsychotic treatment	
READ	cis	1	rs11919350	chr3:134235970	ANAPC13	chr3:134196547-134204865:-	-0.49	-4.6	1.87E-5	Height	
READ	cis	1	rs11923562	chr3:41760331	ULK4	chr3:41288091-42003660:-	0.78	4.93	5.42E-6	Diastolic blood pressure	
READ	cis	1	rs11927068	chr3:134266321	ANAPC13	chr3:134196547-134204865:-	-0.49	-4.6	1.87E-5	Height	
READ	cis	1	rs11928499	chr3:134232350	ANAPC13	chr3:134196547-134204865:-	-0.55	-5.12	2.69E-6	Height	
READ	cis	1	rs11928580	chr3:41885722	ULK4	chr3:41288091-42003660:-	0.77	4.85	7.27E-6	Diastolic blood pressure	
READ	cis	1	rs11976020	chr7:72247800	TYW1B	chr7:72023729-72298813:-	0.9	8.97	3.36E-13	Educational attainment (years of education)	
READ	cis	1	rs12044963	chr1:112392360	C1orf183	chr1:112268370-112298419:-	0.97	4.65	1.52E-5	Gut microbiota (bacterial taxa)	
READ	cis	1	rs12154056	chr6:86634094	SNHG5	chr6:86386726-86388451:-	-0.7	-4.9	6.13E-6	Response to antipsychotic treatment	
READ	cis	1	rs12171333	chr4:129879711	C4orf33	chr4:130014829-130033842:+	0.6	4.99	4.35E-6	Chronic obstructive pulmonary disease (moderate to severe)	
READ	cis	1	rs12190598	chr6:86686074	SNHG5	chr6:86386726-86388451:-	-0.67	-4.82	8.13E-6	Response to antipsychotic treatment	
READ	cis	1	rs12190604	chr6:86716215	SNHG5	chr6:86386726-86388451:-	-0.7	-4.9	6.09E-6	Response to antipsychotic treatment	
READ	cis	1	rs12192992	chr6:86609915	SNHG5	chr6:86386726-86388451:-	-0.7	-4.9	6.13E-6	Response to antipsychotic treatment	
READ	cis	1	rs12196037	chr6:86694631	SNHG5	chr6:86386726-86388451:-	-0.71	-4.85	7.44E-6	Response to antipsychotic treatment	
READ	cis	1	rs12196411	chr6:86779762	SNHG5	chr6:86386726-86388451:-	-0.73	-4.91	5.77E-6	Response to antipsychotic treatment	
READ	cis	1	rs12199516	chr6:86726221	SNHG5	chr6:86386726-86388451:-	-0.7	-4.9	6.13E-6	Response to antipsychotic treatment	
READ	cis	1	rs12199784	chr6:86726808	SNHG5	chr6:86386726-86388451:-	-0.7	-4.9	6.13E-6	Response to antipsychotic treatment	
READ	cis	1	rs12200330	chr6:86656653	SNHG5	chr6:86386726-86388451:-	-0.69	-4.81	8.65E-6	Response to antipsychotic treatment	
READ	cis	1	rs12201571	chr6:86609750	SNHG5	chr6:86386726-86388451:-	-0.7	-4.9	6.13E-6	Response to antipsychotic treatment	
READ	cis	1	rs12201735	chr6:86656939	SNHG5	chr6:86386726-86388451:-	-0.7	-4.9	6.13E-6	Response to antipsychotic treatment	
READ	cis	1	rs12201741	chr6:86602619	SNHG5	chr6:86386726-86388451:-	-0.71	-4.91	5.92E-6	Response to antipsychotic treatment	
READ	cis	1	rs12201880	chr6:86627007	SNHG5	chr6:86386726-86388451:-	-0.7	-4.9	6.13E-6	Response to antipsychotic treatment	
READ	cis	1	rs12203493	chr6:86758642	SNHG5	chr6:86386726-86388451:-	-0.72	-4.96	4.93E-6	Response to antipsychotic treatment	
READ	cis	1	rs12203924	chr6:86776412	SNHG5	chr6:86386726-86388451:-	-0.72	-4.96	4.93E-6	Response to antipsychotic treatment	
READ	cis	1	rs12204015	chr6:86598334	SNHG5	chr6:86386726-86388451:-	-0.71	-4.99	4.36E-6	Response to antipsychotic treatment	
READ	cis	1	rs12204365	chr6:86700532	SNHG5	chr6:86386726-86388451:-	-0.7	-4.9	6.13E-6	Response to antipsychotic treatment	
READ	cis	1	rs12204812	chr6:124681503	NKAIN2	chr6:124125069-125146784:+	0.65	5.18	2.06E-6	Neuroticism	
READ	cis	1	rs12205336	chr6:86722367	SNHG5	chr6:86386726-86388451:-	-0.7	-4.9	6.13E-6	Response to antipsychotic treatment	
READ	cis	1	rs12205548	chr6:86759770	SNHG5	chr6:86386726-86388451:-	-0.72	-4.96	4.93E-6	Response to antipsychotic treatment	
READ	cis	1	rs12207305	chr6:86723502	SNHG5	chr6:86386726-86388451:-	-0.7	-4.9	6.13E-6	Response to antipsychotic treatment	
READ	cis	1	rs12207610	chr6:86688016	SNHG5	chr6:86386726-86388451:-	-0.7	-4.9	6.13E-6	Response to antipsychotic treatment	
READ	cis	1	rs12208493	chr6:86662267	SNHG5	chr6:86386726-86388451:-	-0.7	-4.9	6.13E-6	Response to antipsychotic treatment	
READ	cis	1	rs12209127	chr6:86724427	SNHG5	chr6:86386726-86388451:-	-0.7	-4.9	6.13E-6	Response to antipsychotic treatment	
READ	cis	1	rs12212733	chr6:86726013	SNHG5	chr6:86386726-86388451:-	-0.7	-4.9	6.13E-6	Response to antipsychotic treatment	
READ	cis	1	rs12213149	chr6:86668644	SNHG5	chr6:86386726-86388451:-	-0.7	-4.9	6.13E-6	Response to antipsychotic treatment	
READ	cis	1	rs12213740	chr6:86656733	SNHG5	chr6:86386726-86388451:-	-0.7	-4.9	6.13E-6	Response to antipsychotic treatment	
READ	cis	1	rs12215037	chr6:86727631	SNHG5	chr6:86386726-86388451:-	-0.7	-4.9	6.13E-6	Response to antipsychotic treatment	
READ	cis	1	rs12215903	chr6:86675028	SNHG5	chr6:86386726-86388451:-	-0.7	-4.9	6.13E-6	Response to antipsychotic treatment	
READ	cis	1	rs12216203	chr6:86675301	SNHG5	chr6:86386726-86388451:-	-0.7	-4.9	6.13E-6	Response to antipsychotic treatment	
READ	cis	1	rs12216328	chr6:86703418	SNHG5	chr6:86386726-86388451:-	-0.7	-4.9	6.13E-6	Response to antipsychotic treatment	
READ	cis	1	rs12422267	chr12:132601596	DDX51	chr12:132621142-132628880:-	0.78	4.89	6.42E-6	Plasma amyloid beta peptide concentrations (ABx-40)	
READ	cis	1	rs12472278	chr2:108873433	SULT1C2	chr2:108905095-108926370:+	-0.65	-4.65	1.54E-5	Blood pressure	
READ	cis	1	rs12472278	chr2:108873433	SULT1C3	chr2:108863651-108881806:+	-0.68	-5.6	3.98E-7	Blood pressure	
READ	cis	1	rs12477202	chr2:108867112	SULT1C2	chr2:108905095-108926370:+	0.65	4.65	1.54E-5	Blood pressure	
READ	cis	1	rs12477202	chr2:108867112	SULT1C3	chr2:108863651-108881806:+	0.68	5.6	3.98E-7	Blood pressure	
READ	cis	1	rs12490835	chr3:134223730	ANAPC13	chr3:134196547-134204865:-	0.55	5.11	2.78E-6	Height	
READ	cis	1	rs12577464	chr11:43662440	HSD17B12	chr11:43702143-43878160:+	-0.56	-4.61	1.78E-5	Forced vital capacity	
READ	cis	1	rs12600578	chr17:5299950	CHRNE	chr17:4801064-4806369:-	0.65	5.03	3.65E-6	Body mass index	
READ	cis	1	rs12616140	chr2:108867728	SULT1C2	chr2:108905095-108926370:+	0.65	4.65	1.54E-5	Blood pressure	
READ	cis	1	rs12616140	chr2:108867728	SULT1C3	chr2:108863651-108881806:+	0.68	5.6	3.98E-7	Blood pressure	
READ	cis	1	rs12637751	chr3:134266124	ANAPC13	chr3:134196547-134204865:-	-0.49	-4.6	1.87E-5	Height	
READ	cis	1	rs12639255	chr3:41861738	ULK4	chr3:41288091-42003660:-	0.78	4.89	6.33E-6	Diastolic blood pressure	
READ	cis	1	rs12661204	chr6:86678586	SNHG5	chr6:86386726-86388451:-	-0.71	-4.85	7.44E-6	Response to antipsychotic treatment	
READ	cis	1	rs12663651	chr6:86701655	SNHG5	chr6:86386726-86388451:-	-0.7	-4.9	6.13E-6	Response to antipsychotic treatment	
READ	cis	1	rs12663690	chr6:86640162	SNHG5	chr6:86386726-86388451:-	0.69	4.76	1.02E-5	Response to antipsychotic treatment	
READ	cis	1	rs12664335	chr6:86597774	SNHG5	chr6:86386726-86388451:-	0.7	4.86	7.08E-6	Response to antipsychotic treatment	
READ	cis	1	rs12665321	chr6:86769289	SNHG5	chr6:86386726-86388451:-	-0.72	-4.96	4.93E-6	Response to antipsychotic treatment	
READ	cis	1	rs12724158	chr1:112395975	C1orf183	chr1:112268370-112298419:-	-0.97	-4.68	1.41E-5	Gut microbiota (bacterial taxa)	
READ	cis	1	rs12748970	chr1:112395924	C1orf183	chr1:112268370-112298419:-	-1.02	-5.12	2.66E-6	Gut microbiota (bacterial taxa)	
READ	cis	1	rs12948099	chr17:79600799	TSPAN10	chr17:79609349-79615778:+	0.45	4.55	2.26E-5	Eye color traits	
READ	cis	1	rs13059720	chr3:134242021	ANAPC13	chr3:134196547-134204865:-	-0.49	-4.6	1.87E-5	Height	
READ	cis	1	rs13071551	chr3:134310867	ANAPC13	chr3:134196547-134204865:-	-0.49	-4.54	2.31E-5	Height	
READ	cis	1	rs13081177	chr3:134289860	ANAPC13	chr3:134196547-134204865:-	-0.49	-4.54	2.31E-5	Height	
READ	cis	1	rs13081688	chr3:134259954	ANAPC13	chr3:134196547-134204865:-	-0.49	-4.6	1.87E-5	Height	
READ	cis	1	rs13087719	chr3:41951576	ULK4	chr3:41288091-42003660:-	-0.81	-4.81	8.61E-6	Diastolic blood pressure	
READ	cis	1	rs13087875	chr3:134261123	ANAPC13	chr3:134196547-134204865:-	-0.49	-4.6	1.87E-5	Height	
READ	cis	1	rs13089966	chr3:134279197	ANAPC13	chr3:134196547-134204865:-	-0.49	-4.6	1.87E-5	Height	
READ	cis	1	rs13090969	chr3:134307257	ANAPC13	chr3:134196547-134204865:-	-0.49	-4.54	2.31E-5	Height	
READ	cis	1	rs13096604	chr3:134250099	ANAPC13	chr3:134196547-134204865:-	-0.49	-4.6	1.87E-5	Height	
READ	cis	1	rs13194429	chr6:86646705	SNHG5	chr6:86386726-86388451:-	-0.7	-4.9	6.13E-6	Response to antipsychotic treatment	
READ	cis	1	rs13195401	chr6:26463574	BTN3A2	chr6:26365398-26378546:+	-1.12	-6.11	5.28E-8	Schizophrenia	
READ	cis	1	rs13195402	chr6:26463575	BTN3A2	chr6:26365398-26378546:+	-1.12	-6.11	5.28E-8	Schizophrenia	
READ	cis	1	rs13196930	chr6:86652245	SNHG5	chr6:86386726-86388451:-	-0.7	-4.9	6.13E-6	Response to antipsychotic treatment	
READ	cis	1	rs13199006	chr6:86608708	SNHG5	chr6:86386726-86388451:-	-0.71	-4.99	4.37E-6	Response to antipsychotic treatment	
READ	cis	1	rs13217384	chr6:86720000	SNHG5	chr6:86386726-86388451:-	-0.69	-4.76	1.02E-5	Response to antipsychotic treatment	
READ	cis	1	rs13220495	chr6:26441640	BTN3A2	chr6:26365398-26378546:+	-1.12	-6.11	5.28E-8	Schizophrenia	
READ	cis	1	rs13252719	chr8:71734569	XKR9	chr8:71581600-71648176:+	0.83	9.75	1.33E-14	Bone mineral density	
READ	cis	1	rs13253842	chr8:71625503	XKR9	chr8:71581600-71648176:+	0.82	9.7	1.59E-14	Bone mineral density	
READ	cis	1	rs13325965	chr3:41914942	ULK4	chr3:41288091-42003660:-	0.81	4.97	4.75E-6	Diastolic blood pressure	
READ	cis	1	rs1337844	chr6:86677273	SNHG5	chr6:86386726-86388451:-	-0.7	-4.9	6.13E-6	Response to antipsychotic treatment	
READ	cis	1	rs1337850	chr6:86729103	SNHG5	chr6:86386726-86388451:-	-0.7	-4.9	6.13E-6	Response to antipsychotic treatment	
READ	cis	1	rs134869	chr22:42652074	CYP2D6	chr22:42522502-42526883:-	-0.52	-5.51	5.84E-7	Cognitive function	
READ	cis	1	rs134882	chr22:42670965	CYP2D6	chr22:42522502-42526883:-	-0.54	-5.76	2.12E-7	Cognitive function	
READ	cis	1	rs134900	chr22:42683343	CYP2D6	chr22:42522502-42526883:-	-0.55	-5.86	1.43E-7	Cognitive function	
READ	cis	1	rs134902	chr22:42683997	CYP2D6	chr22:42522502-42526883:-	-0.54	-6.23	3.17E-8	Cognitive function	
READ	cis	1	rs1415753	chr6:86753074	SNHG5	chr6:86386726-86388451:-	-0.72	-4.96	4.93E-6	Response to antipsychotic treatment	
READ	cis	1	rs1423620	chr5:56100996	C5orf35	chr5:56205103-56213010:+	0.95	7.12	8.13E-10	Type 2 diabetes	
READ	cis	1	rs1423621	chr5:56101035	C5orf35	chr5:56205103-56213010:+	0.96	7.09	9.31E-10	Type 2 diabetes	
READ	cis	1	rs1466211	chr2:108856412	SULT1C2	chr2:108905095-108926370:+	0.65	4.57	2.07E-5	Blood pressure	
READ	cis	1	rs1466211	chr2:108856412	SULT1C3	chr2:108863651-108881806:+	0.69	5.65	3.35E-7	Blood pressure	
READ	cis	1	rs1466212	chr2:108856532	SULT1C2	chr2:108905095-108926370:+	0.65	4.57	2.07E-5	Blood pressure	
READ	cis	1	rs1466212	chr2:108856532	SULT1C3	chr2:108863651-108881806:+	0.69	5.65	3.35E-7	Blood pressure	
READ	cis	1	rs1466213	chr2:108856607	SULT1C2	chr2:108905095-108926370:+	0.65	4.57	2.07E-5	Blood pressure	
READ	cis	1	rs1466213	chr2:108856607	SULT1C3	chr2:108863651-108881806:+	0.69	5.65	3.35E-7	Blood pressure	
READ	cis	1	rs1498718	chr3:134205920	ANAPC13	chr3:134196547-134204865:-	0.53	4.91	5.95E-6	Height	
READ	cis	1	rs151964	chr5:96123666	ERAP1	chr5:96096515-96149837:-	-0.6	-5.25	1.62E-6	Ankylosing spondylitis	
READ	cis	1	rs1534025	chr3:134313304	ANAPC13	chr3:134196547-134204865:-	-0.49	-4.54	2.31E-5	Height	
READ	cis	1	rs1559282	chr5:56099375	C5orf35	chr5:56205103-56213010:+	0.95	7.48	1.75E-10	Type 2 diabetes	
READ	cis	1	rs1564716	chr3:41862613	ULK4	chr3:41288091-42003660:-	0.78	4.89	6.33E-6	Diastolic blood pressure	
READ	cis	1	rs1577917	chr6:86691940	SNHG5	chr6:86386726-86388451:-	-0.69	-4.84	7.59E-6	Response to antipsychotic treatment	
READ	cis	1	rs1577919	chr6:86757296	SNHG5	chr6:86386726-86388451:-	-0.72	-4.96	4.93E-6	Response to antipsychotic treatment	
READ	cis	1	rs1599281	chr6:56789311	BEND6	chr6:56819773-56892138:+	0.4	4.63	1.66E-5	Menarche (age at onset)	
READ	cis	1	rs1607908	chr3:41905196	ULK4	chr3:41288091-42003660:-	0.77	4.85	7.27E-6	Diastolic blood pressure	
READ	cis	1	rs1612124	chr3:41967893	ULK4	chr3:41288091-42003660:-	-0.82	-4.82	8.24E-6	Diastolic blood pressure	
READ	cis	1	rs1613759	chr3:41906183	ULK4	chr3:41288091-42003660:-	0.77	4.85	7.27E-6	Diastolic blood pressure	
READ	cis	1	rs1615243	chr3:41965234	ULK4	chr3:41288091-42003660:-	-0.81	-4.82	8.15E-6	Diastolic blood pressure	
READ	cis	1	rs1615543	chr3:41906404	ULK4	chr3:41288091-42003660:-	0.77	4.85	7.27E-6	Diastolic blood pressure	
READ	cis	1	rs1628874	chr3:41955714	ULK4	chr3:41288091-42003660:-	-0.81	-4.81	8.61E-6	Diastolic blood pressure	
READ	cis	1	rs1629460	chr3:41927449	ULK4	chr3:41288091-42003660:-	-0.77	-4.85	7.27E-6	Diastolic blood pressure	
READ	cis	1	rs16876529	chr6:86591202	SNHG5	chr6:86386726-86388451:-	-0.71	-4.99	4.36E-6	Response to antipsychotic treatment	
READ	cis	1	rs17061431	chr3:41792655	ULK4	chr3:41288091-42003660:-	0.81	5.29	1.35E-6	Diastolic blood pressure	
READ	cis	1	rs17062109	chr3:41810364	ULK4	chr3:41288091-42003660:-	0.78	4.91	5.86E-6	Diastolic blood pressure	
READ	cis	1	rs17063584	chr3:41861463	ULK4	chr3:41288091-42003660:-	0.78	4.89	6.33E-6	Diastolic blood pressure	
READ	cis	1	rs17063599	chr3:41861676	ULK4	chr3:41288091-42003660:-	0.78	4.89	6.33E-6	Diastolic blood pressure	
READ	cis	1	rs17063649	chr3:41863406	ULK4	chr3:41288091-42003660:-	0.78	4.89	6.33E-6	Diastolic blood pressure	
READ	cis	1	rs17064124	chr3:41890803	ULK4	chr3:41288091-42003660:-	0.77	4.85	7.27E-6	Diastolic blood pressure	
READ	cis	1	rs1716642	chr3:41965865	ULK4	chr3:41288091-42003660:-	-0.81	-4.82	8.15E-6	Diastolic blood pressure	
READ	cis	1	rs1716644	chr3:41968028	ULK4	chr3:41288091-42003660:-	-0.82	-4.82	8.24E-6	Diastolic blood pressure	
READ	cis	1	rs1716651	chr3:41975099	ULK4	chr3:41288091-42003660:-	-0.81	-4.82	8.15E-6	Diastolic blood pressure	
READ	cis	1	rs1716657	chr3:41918456	ULK4	chr3:41288091-42003660:-	-0.77	-4.85	7.27E-6	Diastolic blood pressure	
READ	cis	1	rs1716661	chr3:41962818	ULK4	chr3:41288091-42003660:-	-0.81	-4.82	8.15E-6	Diastolic blood pressure	
READ	cis	1	rs1716664	chr3:41948378	ULK4	chr3:41288091-42003660:-	-0.81	-4.76	1.03E-5	Diastolic blood pressure	
READ	cis	1	rs1716668	chr3:41907850	ULK4	chr3:41288091-42003660:-	0.77	4.85	7.27E-6	Diastolic blood pressure	
READ	cis	1	rs1716669	chr3:41908681	ULK4	chr3:41288091-42003660:-	0.77	4.85	7.27E-6	Diastolic blood pressure	
READ	cis	1	rs1716676	chr3:41903208	ULK4	chr3:41288091-42003660:-	0.77	4.85	7.27E-6	Diastolic blood pressure	
READ	cis	1	rs1716683	chr3:41923074	ULK4	chr3:41288091-42003660:-	-0.77	-4.85	7.27E-6	Diastolic blood pressure	
READ	cis	1	rs1716685	chr3:41925301	ULK4	chr3:41288091-42003660:-	0.74	4.79	9.24E-6	Diastolic blood pressure	
READ	cis	1	rs1716688	chr3:41926546	ULK4	chr3:41288091-42003660:-	-0.77	-4.85	7.27E-6	Diastolic blood pressure	
READ	cis	1	rs1716690	chr3:41922102	ULK4	chr3:41288091-42003660:-	-0.77	-4.85	7.27E-6	Diastolic blood pressure	
READ	cis	1	rs1716692	chr3:41983786	ULK4	chr3:41288091-42003660:-	-0.81	-4.82	8.15E-6	Diastolic blood pressure	
READ	cis	1	rs1716693	chr3:41985600	ULK4	chr3:41288091-42003660:-	-0.78	-4.91	5.9E-6	Diastolic blood pressure	
READ	cis	1	rs1716984	chr3:41965532	ULK4	chr3:41288091-42003660:-	-0.78	-4.77	1.01E-5	Diastolic blood pressure	
READ	cis	1	rs1716987	chr3:41970516	ULK4	chr3:41288091-42003660:-	-0.82	-4.82	8.24E-6	Diastolic blood pressure	
READ	cis	1	rs1716993	chr3:41974556	ULK4	chr3:41288091-42003660:-	-0.82	-4.82	8.24E-6	Diastolic blood pressure	
READ	cis	1	rs1716997	chr3:41924333	ULK4	chr3:41288091-42003660:-	-0.77	-4.85	7.27E-6	Diastolic blood pressure	
READ	cis	1	rs1717006	chr3:41940448	ULK4	chr3:41288091-42003660:-	0.77	4.64	1.59E-5	Diastolic blood pressure	
READ	cis	1	rs1717009	chr3:41946308	ULK4	chr3:41288091-42003660:-	-0.81	-4.76	1.03E-5	Diastolic blood pressure	
