cancer.type	eQTL.type	tagSNP	LD	SNP.ID	SNP.position.hg19	Gene.symbol	Gene.position.hg19	Beta	t-stat	P-value	GWAS-Traits	
UCEC	cis	1	rs11708531	chr3:134224902	ANAPC13	chr3:134196547-134204865:-	0.4	4.62	8.08E-6	Height	
UCEC	cis	1	rs11739344	chr5:56111087	C5orf35	chr5:56205103-56213010:+	0.55	5.94	1.86E-8	Type 2 diabetes	
UCEC	cis	1	rs11758849	chr6:86708262	SNHG5	chr6:86386726-86388451:-	-0.43	-5.18	6.97E-7	Response to antipsychotic treatment	
UCEC	cis	1	rs11759855	chr6:86610841	SNHG5	chr6:86386726-86388451:-	-0.45	-5.39	2.62E-7	Response to antipsychotic treatment	
UCEC	cis	1	rs11782652	chr8:82653644	CHMP4C	chr8:82644688-82671746:+	-0.81	-4.78	4.12E-6	Epithelial ovarian cancer;Ovarian cancer	
UCEC	cis	1	rs117907570	chr6:86601283	SNHG5	chr6:86386726-86388451:-	-0.45	-5.74	4.91E-8	Response to antipsychotic treatment	
UCEC	cis	1	rs118110670	chr10:81792242	LOC219347	chr10:81805991-81838949:-	0.7	5.05	1.27E-6	Chronic obstructive pulmonary disease-related biomarkers	
UCEC	cis	1	rs11893881	chr2:73824373	ALMS1P	chr2:73872046-73912692:+	0.53	6.03	1.21E-8	Metabolite levels	
UCEC	cis	1	rs11899576	chr2:86256193	LOC90784	chr2:86247339-86250991:-	-0.69	-6.53	9.1E-10	Response to methylphenidate treatment in attention-deficit/hyperactivity disorder (blood pressure)	
UCEC	cis	1	rs11899740	chr2:73631212	ALMS1P	chr2:73872046-73912692:+	0.43	4.84	3.1E-6	Metabolite levels	
UCEC	cis	1	rs11899902	chr2:73631564	ALMS1P	chr2:73872046-73912692:+	0.52	6.13	7.2E-9	Metabolite levels	
UCEC	cis	1	rs11901272	chr2:73720444	ALMS1P	chr2:73872046-73912692:+	0.53	6.33	2.69E-9	Metabolite levels	
UCEC	cis	1	rs11903916	chr2:73815328	ALMS1P	chr2:73872046-73912692:+	0.54	6.33	2.61E-9	Metabolite levels	
UCEC	cis	1	rs11923562	chr3:41760331	ULK4	chr3:41288091-42003660:-	0.48	5.7	5.9E-8	Diastolic blood pressure	
UCEC	cis	1	rs11928580	chr3:41885722	ULK4	chr3:41288091-42003660:-	0.5	6.03	1.17E-8	Diastolic blood pressure	
UCEC	cis	1	rs11976020	chr7:72247800	TYW1B	chr7:72023729-72298813:-	0.93	12.56	2.86E-25	Educational attainment (years of education)	
UCEC	cis	1	rs12154056	chr6:86634094	SNHG5	chr6:86386726-86388451:-	-0.42	-4.96	1.9E-6	Response to antipsychotic treatment	
UCEC	cis	1	rs12190598	chr6:86686074	SNHG5	chr6:86386726-86388451:-	-0.43	-4.98	1.67E-6	Response to antipsychotic treatment	
UCEC	cis	1	rs12190604	chr6:86716215	SNHG5	chr6:86386726-86388451:-	-0.45	-5.47	1.81E-7	Response to antipsychotic treatment	
UCEC	cis	1	rs12192992	chr6:86609915	SNHG5	chr6:86386726-86388451:-	-0.51	-5.83	3.25E-8	Response to antipsychotic treatment	
UCEC	cis	1	rs12196037	chr6:86694631	SNHG5	chr6:86386726-86388451:-	-0.53	-5.8	3.64E-8	Response to antipsychotic treatment	
UCEC	cis	1	rs12196411	chr6:86779762	SNHG5	chr6:86386726-86388451:-	-0.52	-5.73	5.22E-8	Response to antipsychotic treatment	
UCEC	cis	1	rs12196937	chr6:49382808	MUT	chr6:49398994-49431031:-	0.35	5.86	2.72E-8	Folate pathway vitamin levels	
UCEC	cis	1	rs12199516	chr6:86726221	SNHG5	chr6:86386726-86388451:-	-0.45	-5.42	2.3E-7	Response to antipsychotic treatment	
UCEC	cis	1	rs12199784	chr6:86726808	SNHG5	chr6:86386726-86388451:-	-0.47	-5.84	3.13E-8	Response to antipsychotic treatment	
UCEC	cis	1	rs12200330	chr6:86656653	SNHG5	chr6:86386726-86388451:-	-0.52	-5.86	2.82E-8	Response to antipsychotic treatment	
UCEC	cis	1	rs12201571	chr6:86609750	SNHG5	chr6:86386726-86388451:-	-0.45	-5.39	2.62E-7	Response to antipsychotic treatment	
UCEC	cis	1	rs12201735	chr6:86656939	SNHG5	chr6:86386726-86388451:-	-0.43	-4.96	1.83E-6	Response to antipsychotic treatment	
UCEC	cis	1	rs12201741	chr6:86602619	SNHG5	chr6:86386726-86388451:-	-0.44	-5.09	1.05E-6	Response to antipsychotic treatment	
UCEC	cis	1	rs12201880	chr6:86627007	SNHG5	chr6:86386726-86388451:-	-0.42	-4.96	1.9E-6	Response to antipsychotic treatment	
UCEC	cis	1	rs12202075	chr6:49427655	MUT	chr6:49398994-49431031:-	0.35	5.81	3.59E-8	Folate pathway vitamin levels	
UCEC	cis	1	rs12203493	chr6:86758642	SNHG5	chr6:86386726-86388451:-	-0.49	-5.66	7.26E-8	Response to antipsychotic treatment	
UCEC	cis	1	rs12203924	chr6:86776412	SNHG5	chr6:86386726-86388451:-	-0.49	-5.66	7.26E-8	Response to antipsychotic treatment	
UCEC	cis	1	rs12204015	chr6:86598334	SNHG5	chr6:86386726-86388451:-	-0.44	-5.74	4.93E-8	Response to antipsychotic treatment	
UCEC	cis	1	rs12204365	chr6:86700532	SNHG5	chr6:86386726-86388451:-	-0.42	-4.96	1.9E-6	Response to antipsychotic treatment	
UCEC	cis	1	rs12205336	chr6:86722367	SNHG5	chr6:86386726-86388451:-	-0.49	-5.75	4.69E-8	Response to antipsychotic treatment	
UCEC	cis	1	rs12205548	chr6:86759770	SNHG5	chr6:86386726-86388451:-	-0.51	-5.84	3.02E-8	Response to antipsychotic treatment	
UCEC	cis	1	rs12207305	chr6:86723502	SNHG5	chr6:86386726-86388451:-	-0.47	-5.84	3.13E-8	Response to antipsychotic treatment	
UCEC	cis	1	rs12207610	chr6:86688016	SNHG5	chr6:86386726-86388451:-	-0.45	-5.37	2.92E-7	Response to antipsychotic treatment	
UCEC	cis	1	rs12208493	chr6:86662267	SNHG5	chr6:86386726-86388451:-	-0.51	-5.83	3.25E-8	Response to antipsychotic treatment	
UCEC	cis	1	rs12209127	chr6:86724427	SNHG5	chr6:86386726-86388451:-	-0.49	-5.75	4.69E-8	Response to antipsychotic treatment	
UCEC	cis	1	rs12212733	chr6:86726013	SNHG5	chr6:86386726-86388451:-	-0.44	-5.34	3.34E-7	Response to antipsychotic treatment	
UCEC	cis	1	rs12213149	chr6:86668644	SNHG5	chr6:86386726-86388451:-	-0.51	-5.83	3.25E-8	Response to antipsychotic treatment	
UCEC	cis	1	rs12213740	chr6:86656733	SNHG5	chr6:86386726-86388451:-	-0.45	-5.38	2.75E-7	Response to antipsychotic treatment	
UCEC	cis	1	rs12215037	chr6:86727631	SNHG5	chr6:86386726-86388451:-	-0.5	-5.79	3.91E-8	Response to antipsychotic treatment	
UCEC	cis	1	rs12216203	chr6:86675301	SNHG5	chr6:86386726-86388451:-	-0.45	-5.39	2.62E-7	Response to antipsychotic treatment	
UCEC	cis	1	rs12216328	chr6:86703418	SNHG5	chr6:86386726-86388451:-	-0.45	-5.39	2.62E-7	Response to antipsychotic treatment	
UCEC	cis	1	rs12220777	chr10:81788104	LOC219347	chr10:81805991-81838949:-	-0.66	-5.3	4.01E-7	Chronic obstructive pulmonary disease-related biomarkers	
UCEC	cis	1	rs12328085	chr2:86262009	LOC90784	chr2:86247339-86250991:-	-0.69	-6.44	1.51E-9	Response to methylphenidate treatment in attention-deficit/hyperactivity disorder (blood pressure)	
UCEC	cis	1	rs12435273	chr14:36852104	MBIP	chr14:36767764-36789882:-	0.36	4.65	7.28E-6	Malaria	
UCEC	cis	1	rs12435930	chr14:36865731	MBIP	chr14:36767764-36789882:-	0.37	4.76	4.55E-6	Malaria	
UCEC	cis	1	rs12490835	chr3:134223730	ANAPC13	chr3:134196547-134204865:-	0.4	4.63	7.74E-6	Height	
UCEC	cis	1	rs12588304	chr14:36854180	MBIP	chr14:36767764-36789882:-	0.36	4.52	1.22E-5	Malaria	
UCEC	cis	1	rs12590991	chr14:36872910	MBIP	chr14:36767764-36789882:-	0.36	4.53	1.18E-5	Malaria	
UCEC	cis	1	rs12612788	chr2:113555296	PSD4	chr2:113931560-113960676:+	-0.47	-4.43	1.8E-5	Endometriosis	
UCEC	cis	1	rs12622009	chr2:86248325	LOC90784	chr2:86247339-86250991:-	-0.69	-6.44	1.51E-9	Response to methylphenidate treatment in attention-deficit/hyperactivity disorder (blood pressure)	
UCEC	cis	1	rs12639255	chr3:41861738	ULK4	chr3:41288091-42003660:-	0.45	5.21	6.03E-7	Diastolic blood pressure	
UCEC	cis	1	rs12651542	chr4:125419479	ANKRD50	chr4:125585468-125633887:-	0.3	4.73	5.15E-6	Major depressive disorder	
UCEC	cis	1	rs12661204	chr6:86678586	SNHG5	chr6:86386726-86388451:-	-0.53	-5.8	3.64E-8	Response to antipsychotic treatment	
UCEC	cis	1	rs12663651	chr6:86701655	SNHG5	chr6:86386726-86388451:-	-0.42	-4.96	1.9E-6	Response to antipsychotic treatment	
UCEC	cis	1	rs12663690	chr6:86640162	SNHG5	chr6:86386726-86388451:-	0.45	5.37	2.92E-7	Response to antipsychotic treatment	
UCEC	cis	1	rs12664335	chr6:86597774	SNHG5	chr6:86386726-86388451:-	0.42	5.12	9.19E-7	Response to antipsychotic treatment	
UCEC	cis	1	rs12665321	chr6:86769289	SNHG5	chr6:86386726-86388451:-	-0.51	-5.84	3.02E-8	Response to antipsychotic treatment	
UCEC	cis	1	rs12902672	chr15:84716986	LOC388152	chr15:84867600-84898920:-	-0.46	-4.92	2.27E-6	Schizophrenia	
UCEC	cis	1	rs12903820	chr15:84723820	LOC388152	chr15:84867600-84898920:-	-0.46	-4.92	2.27E-6	Schizophrenia	
UCEC	cis	1	rs12915234	chr15:84758301	LOC388152	chr15:84867600-84898920:-	-0.47	-4.83	3.25E-6	Schizophrenia	
UCEC	cis	1	rs12916348	chr15:84765527	LOC388152	chr15:84867600-84898920:-	-0.47	-4.83	3.25E-6	Schizophrenia	
UCEC	cis	1	rs12948099	chr17:79600799	TSPAN10	chr17:79609349-79615778:+	0.62	7.56	3.56E-12	Eye color traits	
UCEC	cis	1	rs13087719	chr3:41951576	ULK4	chr3:41288091-42003660:-	-0.51	-6.27	3.63E-9	Diastolic blood pressure	
UCEC	cis	1	rs13135092	chr4:103198082	UBE2D3	chr4:103715547-103790032:-	0.71	4.41	1.92E-5	HDL cholesterol	
UCEC	cis	1	rs13194429	chr6:86646705	SNHG5	chr6:86386726-86388451:-	-0.46	-5.4	2.49E-7	Response to antipsychotic treatment	
UCEC	cis	1	rs13196930	chr6:86652245	SNHG5	chr6:86386726-86388451:-	-0.53	-5.93	1.94E-8	Response to antipsychotic treatment	
UCEC	cis	1	rs13199006	chr6:86608708	SNHG5	chr6:86386726-86388451:-	-0.46	-5.96	1.65E-8	Response to antipsychotic treatment	
UCEC	cis	1	rs13217384	chr6:86720000	SNHG5	chr6:86386726-86388451:-	-0.45	-5.56	1.16E-7	Response to antipsychotic treatment	
UCEC	cis	1	rs13252719	chr8:71734569	XKR9	chr8:71581600-71648176:+	0.76	10.35	2.43E-19	Bone mineral density	
UCEC	cis	1	rs13253842	chr8:71625503	XKR9	chr8:71581600-71648176:+	0.76	10.28	3.75E-19	Bone mineral density	
UCEC	cis	1	rs1331215	chr20:3376565	ITPA	chr20:3190056-3204504:+	-0.41	-4.47	1.52E-5	IFN-related cytopenia	
UCEC	cis	1	rs13325965	chr3:41914942	ULK4	chr3:41288091-42003660:-	0.44	4.65	7.09E-6	Diastolic blood pressure	
UCEC	cis	1	rs1337844	chr6:86677273	SNHG5	chr6:86386726-86388451:-	-0.45	-5.37	2.92E-7	Response to antipsychotic treatment	
UCEC	cis	1	rs1337850	chr6:86729103	SNHG5	chr6:86386726-86388451:-	-0.49	-5.75	4.69E-8	Response to antipsychotic treatment	
UCEC	cis	1	rs13383871	chr2:73631779	ALMS1P	chr2:73872046-73912692:+	0.46	5.24	5.16E-7	Metabolite levels	
UCEC	cis	1	rs13390702	chr2:86237935	LOC90784	chr2:86247339-86250991:-	-0.7	-6.51	1.04E-9	Response to methylphenidate treatment in attention-deficit/hyperactivity disorder (blood pressure)	
UCEC	cis	1	rs13398956	chr2:73720258	ALMS1P	chr2:73872046-73912692:+	0.46	5.45	2.03E-7	Metabolite levels	
UCEC	cis	1	rs13421462	chr2:73719875	ALMS1P	chr2:73872046-73912692:+	0.47	5.46	1.93E-7	Metabolite levels	
UCEC	cis	1	rs13428235	chr2:73633430	ALMS1P	chr2:73872046-73912692:+	0.52	6.13	7.2E-9	Metabolite levels	
UCEC	cis	1	rs13431267	chr2:73782200	ALMS1P	chr2:73872046-73912692:+	0.47	5.52	1.45E-7	Metabolite levels	
UCEC	cis	1	rs13432605	chr2:73810981	ALMS1P	chr2:73872046-73912692:+	0.49	5.73	5.35E-8	Metabolite levels	
UCEC	cis	1	rs1355412	chr8:29985683	MBOAT4	chr8:29989188-30002200:-	0.51	4.76	4.49E-6	Migraine	
UCEC	cis	1	rs1357762	chr3:134264859	ANAPC13	chr3:134196547-134204865:-	0.38	4.37	2.26E-5	Height	
UCEC	cis	1	rs1368326	chr5:155296497	PPP1R2P3	chr5:156277549-156279539:+	0.4	4.48	1.46E-5	Obesity-related traits	
UCEC	cis	1	rs1371135	chr15:90391270	AP3S2	chr15:90373832-90456222:-	-0.47	-4.87	2.8E-6	Type 2 diabetes	
UCEC	cis	1	rs1415753	chr6:86753074	SNHG5	chr6:86386726-86388451:-	-0.49	-5.66	7.26E-8	Response to antipsychotic treatment	
UCEC	cis	1	rs1423620	chr5:56100996	C5orf35	chr5:56205103-56213010:+	0.47	5.57	1.1E-7	Type 2 diabetes	
UCEC	cis	1	rs1423621	chr5:56101035	C5orf35	chr5:56205103-56213010:+	0.48	5.5	1.58E-7	Type 2 diabetes	
UCEC	cis	1	rs1432723	chr5:155302582	PPP1R2P3	chr5:156277549-156279539:+	0.42	4.66	6.73E-6	Obesity-related traits	
UCEC	cis	1	rs1498718	chr3:134205920	ANAPC13	chr3:134196547-134204865:-	0.39	4.46	1.57E-5	Height	
UCEC	cis	1	rs151964	chr5:96123666	ERAP1	chr5:96096515-96149837:-	-0.45	-5.68	6.65E-8	Ankylosing spondylitis	
UCEC	cis	1	rs1534026	chr3:134284767	ANAPC13	chr3:134196547-134204865:-	0.41	4.69	6.01E-6	Height	
UCEC	cis	1	rs1534471	chr2:73647508	ALMS1P	chr2:73872046-73912692:+	0.52	6.21	4.94E-9	Metabolite levels	
UCEC	cis	1	rs1559282	chr5:56099375	C5orf35	chr5:56205103-56213010:+	0.47	5.58	1.06E-7	Type 2 diabetes	
UCEC	cis	1	rs1561328	chr2:86272758	LOC90784	chr2:86247339-86250991:-	-0.69	-6.44	1.51E-9	Response to methylphenidate treatment in attention-deficit/hyperactivity disorder (blood pressure)	
UCEC	cis	1	rs1564716	chr3:41862613	ULK4	chr3:41288091-42003660:-	0.45	5.21	6.03E-7	Diastolic blood pressure	
UCEC	cis	1	rs1570271	chr10:115288501	C10orf118	chr10:115881974-115934364:-	-0.33	-4.43	1.76E-5	Survival in rectal cancer	
UCEC	cis	1	rs1577917	chr6:86691940	SNHG5	chr6:86386726-86388451:-	-0.53	-5.8	3.64E-8	Response to antipsychotic treatment	
UCEC	cis	1	rs1577919	chr6:86757296	SNHG5	chr6:86386726-86388451:-	-0.49	-5.66	7.26E-8	Response to antipsychotic treatment	
UCEC	cis	1	rs1599932	chr12:58177943	TSFM	chr12:58176536-58191367:+	-0.45	-4.76	4.48E-6	Multiple sclerosis	
UCEC	cis	1	rs1607908	chr3:41905196	ULK4	chr3:41288091-42003660:-	0.53	6.52	9.73E-10	Diastolic blood pressure	
UCEC	cis	1	rs1612124	chr3:41967893	ULK4	chr3:41288091-42003660:-	-0.4	-4.77	4.27E-6	Diastolic blood pressure	
UCEC	cis	1	rs1613759	chr3:41906183	ULK4	chr3:41288091-42003660:-	0.53	6.52	9.73E-10	Diastolic blood pressure	
UCEC	cis	1	rs1615243	chr3:41965234	ULK4	chr3:41288091-42003660:-	-0.49	-5.86	2.84E-8	Diastolic blood pressure	
